Date,Open,High,Low,Close,Adj Close,Volume
2004-05-26,12.390400,12.542700,12.201100,12.201100,12.201100,1588858
2004-05-27,12.390400,12.505600,12.201100,12.505600,12.505600,767255
2004-05-28,12.505600,12.694900,12.353400,12.427500,12.427500,799519
2004-05-31,12.542700,12.542700,11.892500,11.892500,11.892500,814470
2004-06-01,11.892500,12.122900,11.629100,11.933700,11.933700,572108
2004-06-02,11.629100,12.122900,11.588000,11.933700,11.933700,314771
2004-06-03,11.933700,11.970700,11.435700,11.435700,11.435700,625608
2004-06-04,11.361700,11.513900,11.094200,11.398700,11.398700,437099
2004-06-07,11.588000,11.703200,11.513900,11.551000,11.551000,413136738
2004-06-08,11.703200,12.201100,11.246400,12.007700,12.007700,1247278883
2004-06-09,12.160000,12.160000,11.666200,11.703200,11.703200,1074156005
2004-06-10,11.818400,12.085900,11.818400,11.970700,11.970700,1424338527
2004-06-11,11.970700,11.970700,11.551000,11.781400,11.781400,1093827678
2004-06-14,11.435700,11.588000,10.979000,10.979000,10.979000,1172522
2004-06-15,10.711500,10.941900,10.291700,10.485200,10.485200,1802063822
2004-06-16,10.863700,10.863700,10.332900,10.407000,10.407000,1660418
2004-06-17,10.313500,10.606500,10.065500,10.480200,10.480200,2058196
2004-06-18,10.732700,10.732700,10.358500,10.399100,10.399100,733246
2004-06-21,10.606500,10.606500,10.232300,10.272900,10.272900,409484
2004-06-22,10.272900,10.272900,10.272900,10.272900,10.272900,0
2004-06-23,10.272900,10.773200,10.272900,10.439700,10.439700,154289
2004-06-24,10.480200,10.565900,10.272900,10.313500,10.313500,384567
2004-06-25,10.399100,10.732700,10.358500,10.525300,10.525300,829744
2004-06-28,10.647000,10.647000,10.358500,10.358500,10.358500,391524
2004-06-29,10.525300,10.525300,10.272900,10.358500,10.358500,384340
2004-06-30,10.358500,10.692100,10.358500,10.692100,10.692100,815376
2004-07-01,10.692100,10.732700,10.525300,10.525300,10.525300,492099
2004-07-02,10.439700,10.525300,10.358500,10.525300,10.525300,219175
2004-07-05,10.399100,10.399100,10.065500,10.232300,10.232300,664514
2004-07-06,10.232300,10.232300,10.187200,10.187200,10.187200,158046
2004-07-07,10.065500,10.313500,10.065500,10.187200,10.187200,311158
2004-07-08,10.187200,10.272900,10.187200,10.187200,10.187200,176006
2004-07-09,10.187200,10.525300,10.187200,10.358500,10.358500,230299
2004-07-12,10.399100,10.399100,10.065500,10.272900,10.272900,251826
2004-07-13,10.187200,10.187200,10.106100,10.106100,10.106100,396280
2004-07-14,10.106100,10.146700,10.020500,10.020500,10.020500,421251
2004-07-15,10.020500,10.020500,9.353330,9.520120,9.520120,357817
2004-07-16,9.312760,9.479550,8.893550,8.893550,8.893550,783566
2004-07-19,8.893550,8.979200,8.312070,8.312070,8.312070,3271487
2004-07-20,8.019070,8.266990,7.766650,7.852290,7.852290,1400012
2004-07-21,8.019070,8.312070,8.019070,8.226430,8.226430,795595
2004-07-22,8.059640,8.185860,7.933430,8.145290,8.145290,336449
2004-07-23,8.185860,8.686200,8.185860,8.686200,8.686200,2056688
2004-07-26,8.686200,8.852990,8.600560,8.726770,8.726770,926454
2004-07-27,8.893550,8.893550,8.433780,8.852990,8.852990,1024235
2004-07-28,8.852990,8.938630,8.645630,8.645630,8.645630,636119
2004-07-29,8.645630,8.767340,8.645630,8.686200,8.686200,345795
2004-07-30,8.686200,8.979200,8.686200,8.726770,8.726770,835484
2004-08-02,8.645630,8.686200,8.478850,8.559990,8.559990,379312
2004-08-03,8.433780,8.559990,8.393210,8.393210,8.393210,418899
2004-08-04,8.393210,8.393210,8.185860,8.312070,8.312070,340572
2004-08-05,8.352640,8.767340,8.226430,8.686200,8.686200,686590
2004-08-06,8.645630,8.893550,8.519420,8.726770,8.726770,1372260
2004-08-09,8.645630,8.812420,8.519420,8.812420,8.812420,358176
2004-08-10,8.812420,9.393900,8.812420,9.060340,9.060340,3519056
2004-08-11,9.272200,9.312760,9.060340,9.060340,9.060340,3924901
2004-08-12,9.019770,9.186550,8.893550,9.019770,9.019770,1306567
2004-08-13,8.938630,9.227120,8.812420,9.186550,9.186550,3018113
2004-08-16,9.186550,9.438980,8.979200,8.979200,8.979200,3696829
2004-08-17,8.979200,9.145980,8.979200,9.019770,9.019770,789270
2004-08-18,9.019770,9.186550,8.812420,9.145980,9.145980,675257
2004-08-19,9.145980,9.772540,9.145980,9.772540,9.772540,13669077
2004-08-20,10.020500,10.439700,9.898760,10.232300,10.232300,9008455
2004-08-23,10.272900,10.813800,10.272900,10.565900,10.565900,3250247
2004-08-24,10.565900,10.565900,10.565900,10.565900,10.565900,0
2004-08-25,10.565900,10.565900,10.565900,10.565900,10.565900,0
2004-08-26,10.565900,10.606500,10.313500,10.399100,10.399100,3867279
2004-08-27,10.399100,10.525300,10.313500,10.399100,10.399100,2469879
2004-08-30,10.480200,10.480200,10.065500,10.232300,10.232300,1095223
2004-08-31,10.065500,10.272900,10.065500,10.106100,10.106100,914834
2004-09-01,10.187200,10.313500,10.106100,10.272900,10.272900,1511359
2004-09-02,10.272900,10.399100,10.187200,10.187200,10.187200,894769
2004-09-03,10.232300,10.272900,9.939320,9.939320,9.939320,851806
2004-09-06,9.898760,9.898760,9.438980,9.605760,9.605760,1716719
2004-09-07,9.605760,10.020500,9.605760,9.939320,9.939320,684722
2004-09-08,10.187200,10.606500,10.020500,10.565900,10.565900,7301507
2004-09-09,10.606500,10.899500,10.232300,10.773200,10.773200,6385182
2004-09-10,10.858900,10.899500,10.565900,10.773200,10.773200,3455808
2004-09-13,10.858900,11.485400,10.732700,11.273600,11.273600,4707892
2004-09-14,11.318700,11.485400,10.858900,10.858900,10.858900,13539174
2004-09-15,10.985100,11.607200,10.858900,11.607200,11.607200,3406038035
2004-09-16,12.193100,12.193100,11.607200,11.859600,11.859600,3571333315
2004-09-17,11.819000,11.819000,11.273600,11.273600,11.273600,1909151
2004-09-20,11.273600,11.652200,11.025700,11.025700,11.025700,954186520
2004-09-21,11.106800,11.526000,10.985100,11.526000,11.526000,1891403
2004-09-22,11.485400,11.526000,11.192400,11.192400,11.192400,1403833
2004-09-23,11.273600,11.359200,11.106800,11.273600,11.273600,2121311
2004-09-24,11.273600,11.652200,11.273600,11.359200,11.359200,3323267271
2004-09-27,11.359200,11.359200,10.899500,11.066200,11.066200,1367556718
2004-09-28,11.066200,11.066200,11.066200,11.066200,11.066200,0
2004-09-29,10.940000,11.066200,10.773200,10.773200,10.773200,1671756471
2004-09-30,10.773200,10.858900,10.272900,10.647000,10.647000,3345144
2004-10-01,10.565900,10.858900,10.480200,10.813800,10.813800,8683505
2004-10-04,10.899500,11.566600,10.858900,11.566600,11.566600,15779292
2004-10-05,11.778400,12.278800,11.778400,12.066900,12.066900,15482691901
2004-10-06,12.066900,12.445600,11.900100,12.112000,12.112000,17180220
2004-10-07,12.278800,12.612400,11.945200,11.945200,11.945200,14217816631
2004-10-08,11.945200,12.112000,11.900100,12.026400,12.026400,8155396
2004-10-11,12.112000,12.112000,11.778400,11.945200,11.945200,2688732081
2004-10-12,11.945200,11.945200,11.359200,11.607200,11.607200,3828193337
2004-10-13,11.607200,11.607200,11.399800,11.607200,11.607200,2709059836
2004-10-14,11.692800,12.026400,11.566600,11.607200,11.607200,18473667052
2004-10-15,11.607200,11.692800,10.858900,11.066200,11.066200,6927664522
2004-10-18,11.066200,11.192400,10.525300,10.525300,10.525300,5853412697
2004-10-19,10.858900,11.233000,10.773200,11.192400,11.192400,19461786
2004-10-20,11.106800,11.151900,10.899500,11.025700,11.025700,9285169346
2004-10-21,11.025700,11.233000,10.858900,10.985100,10.985100,7511323755
2004-10-22,11.025700,11.359200,11.025700,11.192400,11.192400,8441890325
2004-10-25,11.192400,11.192400,11.192400,11.192400,11.192400,0
2004-10-26,11.025700,11.485400,11.025700,11.151900,11.151900,10831891159
2004-10-27,11.233000,11.526000,11.192400,11.485400,11.485400,13950799
2004-10-28,11.692800,11.733400,11.485400,11.485400,11.485400,13309434666
2004-10-29,11.526000,11.566600,11.025700,11.151900,11.151900,8942916338
2004-11-01,11.318700,11.399800,11.192400,11.192400,11.192400,9129921
2004-11-02,11.192400,11.526000,11.192400,11.526000,11.526000,9092629
2004-11-03,11.273600,12.026400,11.273600,11.859600,11.859600,23092484
2004-11-04,11.859600,12.319400,11.778400,12.112000,12.112000,16893016102
2004-11-05,12.612400,12.738600,12.359900,12.445600,12.445600,20843094
2004-11-08,12.571800,12.779100,11.900100,12.612400,12.612400,44455371
2004-11-09,12.359900,12.445600,12.112000,12.193100,12.193100,7809288
2004-11-10,12.193100,12.278800,12.066900,12.152600,12.152600,5186250607
2004-11-11,12.152600,12.152600,11.778400,11.778400,11.778400,3562140014
2004-11-12,11.859600,12.233700,11.859600,11.985800,11.985800,6050525138
2004-11-15,12.112000,12.193100,11.733400,11.819000,11.819000,3829236014
2004-11-16,11.819000,11.945200,11.733400,11.859600,11.859600,3284464177
2004-11-17,11.945200,12.400500,11.778400,12.400500,12.400500,10221461763
2004-11-18,12.486100,12.612400,12.278800,12.278800,12.278800,8505657757
2004-11-19,12.319400,12.652900,12.233700,12.359900,12.359900,13457783126
2004-11-22,12.066900,12.233700,11.778400,11.778400,11.778400,5888548676
2004-11-23,11.733400,11.900100,11.733400,11.859600,11.859600,3973240727
2004-11-24,11.859600,12.152600,11.859600,11.945200,11.945200,3985950
2004-11-25,11.945200,11.945200,11.778400,11.778400,11.778400,2406856697
2004-11-26,11.692800,12.026400,11.399800,11.399800,11.399800,6081377270
2004-11-29,11.399800,11.399800,10.647000,10.692100,10.692100,9995362
2004-11-30,10.692100,11.192400,10.480200,11.106800,11.106800,4897792
2004-12-01,11.359200,11.526000,11.233000,11.440400,11.440400,9950772
2004-12-02,11.692800,11.778400,11.106800,11.106800,11.106800,7907514195
2004-12-03,11.359200,11.526000,11.233000,11.359200,11.359200,7338385
2004-12-06,11.273600,11.440400,11.273600,11.273600,11.273600,2584818
2004-12-07,11.359200,11.440400,11.273600,11.399800,11.399800,4134877
2004-12-08,11.485400,11.819000,11.440400,11.485400,11.485400,9812082
2004-12-09,11.485400,11.607200,11.359200,11.399800,11.399800,7207155061
2004-12-10,11.399800,11.485400,11.318700,11.440400,11.440400,2867847
2004-12-13,11.652200,11.945200,11.485400,11.485400,11.485400,14507946906
2004-12-14,11.607200,11.733400,11.566600,11.733400,11.733400,6874328293
2004-12-15,11.900100,12.026400,11.778400,11.900100,11.900100,9118378823
2004-12-16,12.026400,12.026400,11.733400,11.859600,11.859600,5245436917
2004-12-17,11.900100,11.900100,11.692800,11.692800,11.692800,4360479678
2004-12-20,11.485400,11.526000,11.359200,11.485400,11.485400,5317510
2004-12-21,11.485400,11.566600,11.399800,11.485400,11.485400,2387874
2004-12-22,11.566600,11.778400,11.566600,11.692800,11.692800,6059106144
2004-12-23,11.778400,11.778400,11.485400,11.485400,11.485400,2456902950
2004-12-24,11.485400,11.859600,11.485400,11.778400,11.778400,5135201611
2004-12-27,11.819000,11.819000,11.485400,11.566600,11.566600,3838134
2004-12-28,11.485400,11.652200,11.485400,11.566600,11.566600,1715040856
2004-12-29,11.652200,11.985800,11.652200,11.859600,11.859600,11524410253
2004-12-30,11.859600,11.945200,11.778400,11.819000,11.819000,4711821718
2004-12-31,11.900100,11.945200,11.733400,11.945200,11.945200,4052566223
2005-01-03,11.945200,12.112000,11.778400,11.945200,11.945200,9281637556
2005-01-04,11.900100,11.900100,11.733400,11.733400,11.733400,1947823925
2005-01-05,11.652200,11.733400,11.399800,11.485400,11.485400,4159496023
2005-01-06,11.485400,11.652200,11.359200,11.399800,11.399800,5215842653
2005-01-07,11.440400,11.566600,11.273600,11.273600,11.273600,2431761
2005-01-10,11.359200,11.440400,11.192400,11.273600,11.273600,2147995
2005-01-11,11.151900,11.318700,10.692100,11.318700,11.318700,7428120
2005-01-12,11.233000,11.233000,10.813800,10.858900,10.858900,3430327
2005-01-13,10.940000,10.985100,10.358500,10.439700,10.439700,8013743
2005-01-14,10.313500,10.647000,10.313500,10.525300,10.525300,2419871
2005-01-17,10.525300,10.732700,10.525300,10.565900,10.565900,2717864
2005-01-18,10.647000,10.813800,10.606500,10.732700,10.732700,6079718
2005-01-19,10.813800,10.899500,10.647000,10.647000,10.647000,1623116
2005-01-20,10.525300,10.813800,10.525300,10.606500,10.606500,1857046
2005-01-21,10.606500,10.732700,10.525300,10.525300,10.525300,1466003
2005-01-24,10.525300,10.565900,10.313500,10.399100,10.399100,1655896
2005-01-25,10.399100,10.525300,10.272900,10.358500,10.358500,1016526
2005-01-26,10.525300,10.773200,10.480200,10.606500,10.606500,3725209
2005-01-27,10.647000,10.732700,10.606500,10.606500,10.606500,1297382
2005-01-28,10.606500,11.066200,10.525300,10.899500,10.899500,5151902182
2005-01-31,11.106800,11.652200,11.106800,11.652200,11.652200,13604130534
2005-02-01,11.692800,11.692800,11.399800,11.399800,11.399800,4238628512
2005-02-02,11.359200,11.733400,11.359200,11.526000,11.526000,5020143371
2005-02-03,11.607200,11.778400,11.399800,11.526000,11.526000,8684720803
2005-02-04,11.526000,11.526000,11.526000,11.526000,11.526000,0
2005-02-07,11.526000,11.526000,11.526000,11.526000,11.526000,0
2005-02-08,11.526000,11.526000,11.526000,11.526000,11.526000,0
2005-02-09,11.526000,11.526000,11.526000,11.526000,11.526000,0
2005-02-10,11.526000,11.526000,11.526000,11.526000,11.526000,0
2005-02-11,11.526000,11.526000,11.526000,11.526000,11.526000,0
2005-02-14,11.778400,11.900100,11.607200,11.900100,11.900100,10082646028
2005-02-15,11.900100,12.066900,11.819000,11.859600,11.859600,6939781
2005-02-16,11.985800,12.486100,11.819000,12.400500,12.400500,28424239
