nextday_High,tw_Open,tw_High,tw_Low,tw_Close,tw_Adj_Close,jp_Adj_Close,chnsse_Adj_Close,chnhs_Adj_Close,ko_Adj_Close,ind_Adj_Close,astsp_Adj_Close,ast_Adj_Close,usdow_Adj_Close,usnsdq_Adj_Close,usvix_Adj_Close,ussp_Adj_Close,eurestx_Adj_Close,fnc_Adj_Close,grm_Adj Close,cnd_Adj_Close
9889.450195,9634.790039,9648.429688,9482.450195,9544.55957,9544.524414,20358.74,1190.826,15446,739.72,4183.42,2588.6,2646.4,8038.9,1580.63,19.36,936.59,2598.19,2988,4223.69,6744.8
9677.400391,9742.580078,9889.450195,9571.799805,9571.799805,9571.763672,20519.25,1197.226,15706.3,743.545,4193.61,2612.7,2669.7,8020.8,1568.85,20.54,931.61,2601.8,2958.6,4203.91,6755.1
9896.730469,9669.740234,9677.400391,9555.980469,9677.400391,9677.364258,20249.32,1209.857,15570.4,747.37,4124.81,2626.8,2684.2,7890.5,1547.99,22.28,915.3,2558.56,2876.7,4131.94,6738.2
9877.389648,9814.25,9896.730469,9750.700195,9833.769531,9833.732422,20203.17,1193.525,15536.3,740.93,4154.28,2595.8,2653.4,7906.7,1536.23,23.51,912.94,2516.79,2874.1,4139.96,6647.4
9694.280273,9877.389648,9877.389648,9543.759766,9550.400391,9550.365234,20157.02,1208.248,15446.8,725.98,4186.29,2597.7,2656.4,8061.6,1563.86,21.77,933.98,2578.77,2921.1,4297.64,6714.3
9632.419922,9694.280273,9694.280273,9345.900391,9381.05957,9381.025391,20130.51,1198.861,15738.8,730.58,4251.13,2624.1,2683.4,8088.36,1567.65,21.3,936.56,2645.05,3003.5,4384.82,6765.2
9819.769531,9500.860352,9632.419922,9475.540039,9632.419922,9632.383789,20286.23,1174.217,15709.2,739.04,4226.37,2617.1,2676.4,8116.9,1569.13,20.96,940.3,2619.17,2973.5,4320.52,6785.2
9995.370117,9719.05957,9819.769531,9710.269531,9808.910156,9808.873047,20389.539,1170.862,15658.1,733.64,4189.81,2631.9,2691.2,8113.4,1569.58,20.82,938.79,2640.14,3025.9,4368.54,6780.3
10057.950195,9929.980469,9995.370117,9899.580078,9923.049805,9923.011719,20575.26,1141.777,15666.6,733.92,4181.48,2664.8,2723.8,8121.1,1563.53,21.84,936.45,2660.13,3022.2,4400.3,6792.3
10000.610352,9980.110352,10057.950195,9892.339844,9892.339844,9892.302734,20402.74,1153.229,15772.1,732.68,4217.58,2671.7,2731.9,8174.5,1572.32,22.02,942.29,2638.05,3023.6,4377.7,6801.2
10113.570313,9953.94043,10000.610352,9898.299805,9942.790039,9942.751953,20212.82,1179.421,15983.2,726.89,4244.89,2672.7,2735,8254.9,1588.05,21.39,952.29,2674.56,3069.3,4458.66,6850.6
10102.769531,10111.830078,10113.570313,10050.929688,10066.349609,10066.311523,20331.43,1189.76,16365.7,726.12,4305.76,2673.7,2735.1,8222.6,1593.81,21.48,954.31,2674.83,3075.7,4405.52,6877.7
10167.30957,9953.30957,10102.769531,9942.339844,10001.55957,10001.521484,19804.381,1192.828,16379.2,731.45,4347.32,2663,2727.5,8194,1594.33,22.29,947.14,2656.32,3049.5,4336.98,6851.1
10077.080078,10167.30957,10167.30957,10059.089844,10065.759766,10065.72168,19668.07,1200.333,16259.6,734.19,4465.37,2641.9,2706,8198.5,1605.45,21.94,950.3,2614.82,2992.4,4302.5,6851.1
9991.320313,10077.080078,10077.080078,9914.099609,9919.679688,9919.641602,19514.449,1196.274,16371.5,740.86,4548.02,2642.3,2707.6,8187.5,1621.53,20.64,952.37,2618.3,2984.1,4325.86,6903.1
9962.209961,9991.320313,9991.320313,9833.44043,9861.469727,9861.432617,19702.07,1171.941,16541.6,745.65,4523.01,2662.6,2707.6,8259.3,1630.44,20.05,960.32,2667.77,3037.1,4364.25,6933.7
9934.540039,9935.209961,9962.209961,9822.139648,9840.879883,9840.842773,19475.85,1199.24,16673.301,745.35,4447.06,2652.5,2717.7,8188,1624.18,19.77,951.19,2699.78,3056.3,4428.08,6945.1
10036.040039,9921.910156,9934.540039,9851.790039,9923.839844,9923.801758,19604.461,1206.053,16647.5,752.01,4397.54,2643.8,2711.4,8031.2,1598.52,22.46,933.54,2654.07,2996.3,4342.31,6895.2
9932.339844,10035.379883,10036.040039,9863.629883,9897.269531,9897.232422,18824.18,1184.083,16460.5,765.07,4481.3,2600.9,2667.2,8062.1,1586.74,22.77,937,2625.86,2983.4,4333.15,6840.4
9870.240234,9895.990234,9932.339844,9759.360352,9807.740234,9807.703125,19099.109,1146.809,16383.4,762.02,4425.03,2583.4,2650.5,7960.8,1576.24,23.75,926.53,2645.81,2998.6,4377.51,6808.5
9659.69043,9870.240234,9870.240234,9547.799805,9556.120117,9556.084961,19008.6,1120.127,16482.9,762.73,4370.13,2559.7,2623.6,7928.3,1583.4,24.52,922.02,2578.11,2924,4237.06,6791
9804.200195,9659.69043,9659.69043,9501.629883,9632.339844,9632.303711,19222.619,1168.113,16497.699,755.78,4320.97,2564,2627.4,7942,1586.69,23.11,924.77,2558.3,2921.8,4195.53,6766.9
9806.290039,9728.490234,9804.200195,9700.75,9770.799805,9770.762695,19326.029,1143.064,16096.9,748.535,4243.17,2602.2,2666.2,7694.7,1562.03,24.45,900.81,2503.46,2929,4077.59,6695.1
9856.589844,9788.240234,9806.290039,9703.900391,9712.450195,9712.413086,18961,1132.905,15477.3,741.29,4165.37,2557.5,2620.9,7918.1,1600.71,22.64,926.01,2549.74,2936.2,4190.45,6715.9
10054.549805,9831.55957,9856.589844,9797.25,9855.160156,9855.123047,19252.23,1144.639,15855.7,746.23,4234.63,2567.2,2630.7,8021.2,1628.7,21.09,939.35,2589.14,2979.3,4251.93,6773.1
10056.160156,9983.339844,10054.549805,9983.339844,10025.129883,10025.091797,19157.119,1164.545,15654,739.47,4156.16,2584.5,2649.7,7894,1607.36,23.83,925.05,2581.93,2957.2,4204.81,6733
10057.070313,9992.280273,10056.160156,9979.730469,10020.549805,10020.511719,18650.17,1171.833,15429.8,736.62,4047.67,2554.6,2620.3,7887.9,1598.69,24.74,923.54,2515.62,2904.2,4090.14,6709.8
10166.919922,10026.509766,10057.070313,9994.75,10011.469727,10011.431641,18656.17,1184.096,15598.9,741.76,4077.455,2571.5,2637.1,7859.6,1601.57,24.1,920.16,2513.53,2898.6,4076.75,6732.9
10256.099609,10134.299805,10166.919922,10082.009766,10116.839844,10116.801758,18814.98,1194.043,15547.2,734.03,4107.24,2558.8,2626.3,7782.2,1591.3,24.73,913.02,2466.54,2869.3,3993.7,6697.9
10067.480469,10191.80957,10256.099609,10040.480469,10050.669922,10050.631836,18441.939,1198.513,15534,730.28,4097.56,2557.9,2626.5,7787.3,1595.54,24.26,913.7,2467.04,2871.7,3992.03,6674.2
9861.75,10067.480469,10067.480469,9796.879883,9827.490234,9827.453125,18451.449,1213.892,14876.1,716.86,3963.15,2563.2,2631.3,7694.4,1581.32,24.51,903.67,2438.6,2828.4,3897.43,6633
9564.44043,9861.75,9861.75,9499.519531,9504.990234,9504.955078,17974.301,1229.865,13425.7,682.2,3943.67,2525.3,2590.8,7787.1,1599.705,24.52,915.625,2439.92,2805.8,4001.81,6653.15
9502.730469,9564.44043,9564.44043,9185.490234,9211.669922,9211.635742,18232.52,1226.303,13735.3,688.78,3950.03,2515.7,2581.9,7879.8,1618.09,24.53,927.58,2514.53,2921.2,4127.28,6673.3
9466.610352,9460.75,9502.730469,9375.769531,9460.759766,9460.724609,18735.17,1240.82,14714,688.63,3965.39,2553.2,2619,7894.6,1618.24,24.95,927.86,2537.65,2918,4062.13,6704.2
9304.099609,9421.339844,9466.610352,9117.870117,9147.849609,9147.81543,18615.061,1251.298,14199.2,687.99,4007.04,2542.9,2608.5,7867.2,1624.63,25.27,930.87,2521.34,2927,4093.43,6722.1
9357.030273,9278.30957,9304.099609,9141.429688,9290.389648,9290.355469,18650.17,1251.55,14563.6,700.92,4032.35,2561.2,2626,7822.4,1635.77,24.31,929.05,2533.35,2924.5,4073.71,6743.2
9174.429688,9357.030273,9357.030273,9133.429688,9149.290039,9149.255859,18633.859,1255.229,14806.5,697.98,4087.3,2590.4,2656.2,7835.2,1645.35,24.4,931.2,2528.14,2940.9,4131.26,6764.1
9269.870117,9154.05957,9174.429688,9002.769531,9079.360352,9079.326172,18695.971,1231.027,14996.7,688.97,4031.55,2609.9,2674.5,7851.9,1656.22,23.89,933.62,2512.4,2919.7,4104.57,6799.5
9134.450195,9242.980469,9269.870117,9134.429688,9145.179688,9145.145508,18704.77,1256.041,14805.4,691.62,4045.61,2600.8,2666.5,7719.3,1639.25,24.64,919.03,2478.75,2874.6,4028,6769.5
9191.719727,9038.900391,9134.450195,9027.879883,9115.099609,9115.06543,18282.23,1242.713,14308.3,695.37,4010.07,2602,2665.8,7661,1639.86,25.99,912.59,2434.49,2843.6,3890.24,6741.9
9020.730469,9157.230469,9191.719727,9142.530273,9155.240234,9155.206055,17965.801,1208.697,14470.5,699.33,3995.94,2575.9,2640,7743,1649.33,25.17,923.91,2409.42,2834.1,3796.61,6766.1
9123.169922,8996.709961,9020.730469,8898.129883,8932.019531,8931.986328,17824.535,1179.286,14630.7,700.36,4018.42,2599.5,2662.9,7721.1,1634.92,25.74,919.77,2430.24,2898.6,3869.53,6787.9
9141.330078,9070.230469,9123.169922,9020.370117,9087.549805,9087.515625,17683.27,1167.557,14525.1,700.36,3928.33,2616,2679.3,7886.4,1666.47,24.1,943,2500.16,2944,3970.44,6898.1
9292.120117,9075.320313,9141.330078,9055.370117,9141.330078,9141.295898,17930.09,1172.366,14419.5,701.39,3884.77,2634.5,2696.3,7922.7,1670.02,23.48,947.29,2506.79,2978.4,4004.04,6970.3
9288.950195,9189.589844,9292.120117,9187.209961,9243.709961,9243.675781,18058.211,1184.521,14384.1,689.16,3825.12,2671,2730.4,7917.3,1680.36,22.74,950.51,2511.17,2977.2,3983.06,6982.7
9230.089844,9257.089844,9288.950195,9216.580078,9220.990234,9220.956055,18201.32,1103.974,14108.1,668.45,3770.99,2705.7,2764.9,7996.8,1689.45,22.08,955.43,2558.1,3017.5,4096.85,7015.1
9083.950195,9230.089844,9230.089844,9053.769531,9073.769531,9073.735352,18310.7,1041.965,14094.4,654.37,3822.42,2718.2,2776.9,7970.1,1697.36,22,951.93,2546.6,2997.2,4091.77,7014.2
9168.110352,9032,9083.950195,8978.730469,8994.019531,8993.986328,18420.08,1110.012,14205.4,655.75,3825.91,2708.3,2768.9,7906.7,1687.41,22.64,944.48,2561.21,3023.7,4150.95,7011.8
8829.099609,9168.110352,9168.110352,8785.959961,8791.80957,8791.777344,18341.961,1117.01,14636.6,647,3887.56,2717.3,2779.2,7848,1678.89,22.96,937.91,2556.23,3005.4,4104.93,6975.7
8812.009766,8750.780273,8829.099609,8599.820313,8719,8718.967773,17994.711,1109.634,14710.9,638.26,3925.24,2714.9,2775.6,7922.2,1682.24,22.26,945.22,2555.21,2985.6,4135.09,6975.9
8737.080078,8806.839844,8812.009766,8658.05957,8708.830078,8708.797852,17887.711,1097.383,15049.3,647.11,3902.03,2703.1,2766.9,7945.3,1685.69,22.91,947.28,2581.36,3008.3,4154.89,7040.2
8733.610352,8737.080078,8737.080078,8625.839844,8695.019531,8694.987305,17842.16,1084.07,15088.65,644.92,3905.51,2716.7,2779.2,8015.5,1690.3,22.32,955.41,2608.01,3054.9,4262.98,7044.6
8537.179688,8698.669922,8733.610352,8502.299805,8504.660156,8504.62793,17455.039,1084.07,15088.65,636.65,3876.62,2717.6,2778.1,8027.5,1702.41,22.27,960.46,2609.64,3052.1,4266.17,7055.5
8498.740234,8393.879883,8537.179688,8393.879883,8537.179688,8537.147461,17647.449,1097.38,15128,640.43,3847.73,2701.1,2763.1,8038.6,1715.87,21.54,965.03,2641.68,3094,4296.26,7091.9
8368.290039,8405.299805,8498.740234,8384.349609,8392.589844,8392.557617,17824.779,1098.903,14776.8,644.21,3857.34,2707.9,2769.7,8100.2,1721.91,21.61,972.69,2635.67,3078,4326.35,7168.4
8325.610352,8285.280273,8368.290039,8177.540039,8221.349609,8221.317383,17511.189,1102.573,14810.8,630.03,3909.46,2692.8,2754.3,8178.3,1737.27,20.29,983.12,2628.43,3064.4,4311.13,7209.9
8461.870117,8285.889648,8325.610352,8204.910156,8255.820313,8255.788086,17619.18,1134.868,14838.5,610.44,3930.23,2706.7,2768.4,8095.1,1741.77,20.77,973.84,2625.44,3024.1,4267.4,7193.5
8512.570313,8373.200195,8461.870117,8364.759766,8461.870117,8461.837891,17376.92,1122.466,14273.1,609.36,3979.96,2660.7,2722.2,8061.4,1745.85,22.31,970.62,2550.22,2960.7,4179.92,7132.5
8489.379883,8503.799805,8512.570313,8444.179688,8463.160156,8463.12793,17204.699,1119.817,14072.9,613,4066.05,2599.7,2663.3,8072.2,1742.12,20.26,968.1,2582.03,3002.9,4225.27,7110.4
8392.540039,8480.769531,8489.379883,8391.299805,8429.349609,8429.317383,17306.391,1117.928,13836.6,620.68,4012.4,2598.7,2662,8096.3,1732.79,19.99,970.28,2584.02,3002.5,4215.23,7168.8
8203.129883,8381.299805,8392.540039,8256.320313,8262.400391,8262.368164,17331.369,1125.782,13384.2,604.74,4034.55,2590.9,2653.7,8058,1723.37,20.05,965.72,2567.53,2992.2,4168.62,7128.9
8084.189941,8177.390137,8203.129883,7967.410156,7997.810059,7997.779297,17707.49,1150.307,13567.3,579.25,4077.05,2589.1,2653,7938.9,1699.66,20.53,955.25,2544.6,2992.9,4149.92,7092.1
7579.859863,8084.189941,8084.189941,7654.879883,7832.149902,7832.120605,17478.42,1176.489,13601,585.49,4106.26,2582.8,2645.9,7847,1666.85,21.69,944.16,2508.15,2958,4049.16,7036.5
7734.049805,7579.859863,7579.859863,7274.970215,7316.779785,7316.751953,17294.51,1187.368,12970.9,565.64,4154.84,2578.4,2639.4,7921.4,1685.45,20.72,955.61,2502.42,2946.7,4069.25,7075.4
7835.549805,7468.830078,7734.049805,7468.830078,7734.049805,7734.020996,17210.09,1191.87,12403.1,566.85,4116.99,2589.5,2650.7,8060.4,1712.54,19.53,972.28,2546.57,2989.9,4172.47,7137.3
7901.810059,7752.319824,7835.549805,7529.359863,7692.470215,7692.441406,17687.609,1177.52,11637.8,601.32,4082.7,2621.9,2682.9,8034.6,1708.08,19.86,968.49,2537.55,2958.1,4124.86,7163.8
7741.810059,7739.549805,7901.810059,7669.759766,7825.009766,7824.980469,17151.551,1173.364,10426.3,604.06,4009.77,2553.8,2614.9,7847.8,1671.25,22.99,950.69,2444.06,2856.9,3976.38,7073.8
7788.419922,7536.029785,7741.810059,7536.029785,7719.040039,7719.01123,17363.74,1178.306,11144.3,570.91,3957.46,2502.9,2561.3,7715.4,1650.92,23.17,941.64,2450.3,2849,3981.44,7033.5
7339.600098,7719.859863,7788.419922,7655.990234,7662.529785,7662.500977,17038.359,1235.827,10498.2,530.47,3934.33,2260.9,2299.2,7161.2,1532.75,31.12,876.99,2371.39,2769.6,3871.39,6599.2
7391.310059,7280.640137,7339.600098,7186.700195,7210.009766,7209.982422,16312.69,1177.924,9059.9,495.28,3934.33,2394.1,2443,7498.3,1603.02,31.22,921.85,2241.21,2651.3,3645.69,6736.3
7315.819824,7391.310059,7391.310059,7089.560059,7089.560059,7089.533691,16857.039,1184.086,10765.3,506.64,3803.24,2389.1,2436.1,7506.7,1602.75,33.75,919.16,2370.94,2818,3806.66,6845
7651.629883,7136.240234,7315.819824,7040.540039,7313.399902,7313.37207,16364.94,1174.846,10362.9,485.08,3803.24,2415,2464.8,7381.7,1570.41,38.2,903.68,2330.44,2739.5,3748.88,6783.7
7940.200195,7419.339844,7651.629883,7406.100098,7646.350098,7646.321289,1185.065,1180.854,11255.1,511.66,3790.82,2500.3,2551.6,7674.4,1629.98,32.09,938.99,2392.17,2788,3847.73,6945.8
7864.220215,7835.600098,7940.200195,7764.029785,7785.319824,7785.291016,16500.1,1184.7,10780.8,542.13,3805.95,2497.1,2545.8,7689.1,1631.15,32.24,940.76,2368.23,2774.9,3784.8,6927.1
8090.140137,7733.220215,7864.220215,7733.220215,7864.220215,7864.19043,16448.051,1194.038,10681.8,555.74,3778.23,2526.2,2571,7692.6,1637.33,32.18,942.76,2386.78,2822.4,3841.39,6976.6
8137.02002,7987.080078,8090.140137,7983.919922,8076.77002,8076.739258,16533.869,1181.123,10412.6,553.87,3763.96,2464.5,2513.4,7683.2,1623.44,32.57,938.03,2362.16,2781.8,3813.88,6961.5
7810.990234,8076.52002,8137.02002,7778.660156,7860.089844,7860.060059,15836.36,1195.141,10104.5,515.63,3747.32,2470.4,2518.7,7581.3,1602.4,36.27,927.51,2300.25,2707.1,3715.38,6851.7
7797.720215,7724.870117,7810.990234,7644.52002,7767.140137,7767.111328,15697.2,1185.784,9992.8,525.32,3721.05,2476.3,2524,7552.6,1590.72,36.63,921.13,2319.53,2707.1,3728.37,6819
7587.970215,7765.220215,7797.720215,7681.140137,7712.160156,7712.131348,15867.23,1186.634,10004.1,522.11,3723.4,2463.5,2510.9,7558.7,1584.86,36.38,923.78,2309.75,2700.7,3734.79,6786.5
7681.310059,7544.870117,7587.970215,7515.640137,7554.939941,7554.911133,15427.27,1185.024,9720.8,519.47,3554.1,2433.4,2479.1,7487.8,1559.25,36.64,916.66,2303.29,2700.7,3701.94,6702.8
7690.540039,7673.140137,7681.310059,7481.390137,7482.919922,7482.89209,15082.52,1197.832,9957.3,520.01,3569.77,2428.05,2473.7,7572.5,1583.51,33.66,928.35,2313.77,2698.9,3676.65,6726.2
7876.140137,7528.330078,7690.540039,7499.25,7690.540039,7690.51123,16283.32,1191.333,10419.8,496.98,3578.1,2422.7,2468.3,7698.2,1614.11,31.58,946.2,2369.83,2773,3816.71,6798.6
7705.399902,7870.02002,7876.140137,7642.939941,7644.970215,7644.941406,16726.57,1183.349,10245.2,494.66,3518.9,2396,2442.3,7650.8,1600.44,31.55,938.23,2382.46,2782.6,3844.14,6752.2
7806.680176,7606.490234,7705.399902,7606.490234,7705.399902,7705.371094,15842.46,1181.627,10154.4,502.59,3454.65,2389.1,2435.7,7724.7,1601.22,29.93,944.59,2369.87,2790.6,3876.9,6719.3
7773.350098,7747.859863,7806.680176,7689.189941,7693.290039,7693.26123,16308.49,1172.427,10050.7,488.41,3466.86,2437.2,2482.7,7826.6,1626.56,27.32,958.98,2418.67,2821.2,3931.81,6763.9
7880.02002,7762.22998,7773.350098,7732.720215,7773.350098,7773.321289,16721.58,1158.555,10548.2,506.07,3523.44,2424.5,2468.55,7881.07,1620.75,26.65,963.09,2448.63,2861.7,3941.91,6773.9
7773.180176,7880.02002,7880.02002,7751.319824,7756.25,7756.221191,1144.916,1124.941,10586.4,450.64,3403.07,2411.8,2454.4,7767.9,1586.99,29.8,946.67,2385.77,2802.5,3832.1,6724.6
7819.790039,7702.720215,7773.180176,7698.47998,7759.970215,7759.941406,15867.53,1125.528,10325.6,439.59,3479.89,2421.5,2463.1,7809,1589.04,28.95,950.82,2386.28,2786.3,3850.14,6630.5
7762.149902,7819.790039,7819.790039,7694.720215,7698.240234,7698.211426,16045.55,1143.818,10590.1,438.7,3535.52,2422,2462.3,7794.8,1594.5,28.95,951.64,2412.67,2811.7,3926.93,6505.4
7876.910156,7737.470215,7762.149902,7690.109863,7762.149902,7762.121094,16603.199,1122.516,10583.1,433.1,3628.07,2424.1,2465.1,7808.95,1597.525,28.19,953.52,2423.99,2829,3961.97,6450
7454.97998,7833.470215,7876.910156,7794.779785,7797.189941,7797.161133,16636.26,1139.628,10526.9,411.91,3560.29,2452.4,2494.95,7823.1,1600.55,27.43,955.4,2423.74,2854.4,3972.08,6512.8
7679.529785,7446.490234,7454.97998,7354.919922,7400.640137,7400.612305,17007.59,1133.087,10750.9,393.16,3569.65,2480.7,2524.8,8013.1,1630.72,26.01,974.77,2482.43,2918.5,4125.92,6623.9
7904.160156,7455.509766,7679.529785,7455.509766,7679.529785,7679.500977,16910.289,1130.167,11216.4,376.87,3553.48,2515.6,2562.4,8018.8,1606.37,25.66,971.68,2489.56,2913.1,4096.4,6667.5
8060.279785,7651.680176,7904.160156,7651.680176,7902.509766,7902.479492,16585.51,1122.546,11207.6,379.31,3562.37,2505.5,2552.5,8032,1615.13,23.92,976.77,2475.79,2902.4,4074.55,6681.2
8280.650391,8003.870117,8060.279785,7919.399902,8050.129883,8050.099121,16306.79,1135.873,11474.9,405.81,3527.1,2513,2557.2,8050.2,1613.42,23.84,973.1,2498.54,2914.5,4159.72,6662.3
8402.169922,8175.189941,8280.650391,8121.899902,8166.870117,8166.839355,16424.48,1136.204,11527.6,434.12,3469.08,2526.9,2570,8149.1,1633.9,22.65,983.79,2503.93,2910.1,4191.81,6724.4
8512.610352,8265.360352,8402.169922,8265.360352,8402.169922,8402.137695,16131.57,1139.322,11722.9,414.83,3468.19,2540.8,2582.8,8110.8,1651.54,23.22,982.37,2525.86,2932.5,4208.14,6787.7
8532.25,8512.610352,8512.610352,8325.230469,8333.490234,8333.458008,16686.51,1148.171,11490.7,388,3391.59,2511.2,2554.7,8049.7,1620.55,23.36,975.78,2521.96,2959.4,4187.13,6767
8451.929688,8368.160156,8532.25,8368.160156,8503.549805,8503.517578,16478.119,1157.842,11022.4,399.85,3347.33,2474.2,2516.8,7978.8,1596.61,24.55,969.79,2481.39,2932.2,4116.7,6754.5
8398.269531,8438.379883,8451.929688,8250.919922,8270.580078,8270.547852,16050.15,1159.169,10420.2,377.37,3329.14,2448.3,2494,7849,1558.54,27.63,954.94,2420.75,2828.5,4016.7,6644.9
8420.910156,8135.169922,8398.269531,8135.169922,8398.269531,8398.237305,15904.3,1153.84,10614.7,350.68,3329.27,2457.5,2504.05,7838.3,1536.58,27.92,953.39,2432.06,2830.3,4061.91,6641.9
8341.349609,8420.910156,8420.910156,8241.490234,8241.490234,8241.458008,15909.39,1168.026,10435.2,385.8,3367.56,2466.7,2514.1,7922.6,1536.56,27.37,963.39,2439.14,2838.3,4029.08,6584.7
8347.200195,8341.349609,8341.349609,8172.830078,8193.650391,8193.618164,15985.21,1174.802,10346.4,404.26,3424.87,2517.6,2562.1,7976.3,1553,26.11,968.04,2488.89,2912.2,4150.31,6567.4
8380.719727,8297.69043,8347.200195,8241.69043,8347.200195,8347.167969,16541.061,1146.522,10692.7,418.49,3487.02,2518.1,2563.1,7957.4,1547.37,26.33,965.54,2502.96,2893.3,4154.57,6625.5
8305.830078,8361.900391,8380.719727,8253.879883,8255.049805,8255.017578,16161.64,1154.166,10754.1,407.755,3472.35,2480.5,2528.1,7846.5,1523.19,27.19,955.3,2485.06,2894.5,4162.92,6594.9
8226.139648,8205.830078,8305.830078,8091.169922,8092.580078,8092.549316,15314.89,1160.768,10405.8,397.02,3540.19,2496.3,2543.5,7756.3,1524.74,29.18,946.78,2420.83,2822.9,4055.35,6535.3
8192.700195,8223.69043,8226.139648,8096.990234,8104.029785,8103.999023,14799.4,1169.007,10172.5,396.06,3616.34,2512.1,2558.9,7819.3,1532.06,28.56,953.7,2429.42,2869.7,4125.54,6595.5
8080.810059,8192.700195,8192.700195,8032.529785,8038.310059,8038.279297,14862.19,1171.254,10368.1,366.36,3641.11,2507.5,2554.7,7691.8,1509.91,29.86,939.13,2435.84,2858.1,4132.79,6553.1
8205.700195,7925.100098,8080.810059,7920.100098,8075.049805,8075.019043,14924.98,1169.664,10342.4,351.45,3607.69,2507.5,2554.7,7660.13,1499.53,30.27,932.7,2440.93,2874.1,4132.79,6539.5
8113.22998,8135.450195,8205.700195,8113.22998,8132.5,8132.469238,14802.6,1191.919,10422.7,375.15,3633.38,2553.4,2601.4,7679.3,1511.38,29.27,936.46,2439.15,2875.1,4266.02,6539.5
8167.339844,8111.77002,8113.22998,8069.169922,8076.649902,8076.619141,14775.22,1186.606,10503,385.82,3706.79,2553.4,2601.4,7792.4,1537.45,26.79,953.35,2498.93,2939.5,4266.02,6650
8243.599609,8167.339844,8167.339844,8116.149902,8145.77002,8145.739258,15258.74,1181.143,10755.2,385.82,3637.71,2567.4,2616.5,7916,1565.03,24.38,970.84,2528.77,2975.5,4224.3,6691.2
8154.919922,8226.330078,8243.599609,8176.700195,8187.27002,8187.239258,15107.79,1194.102,10722.8,385.82,3658.98,2602.2,2650.9,7908.3,1570.35,24.01,970.43,2531.99,2998.9,4320.625,6699.4
7999.620117,8154.919922,8154.919922,8025.740234,8028.629883,8028.599121,14956.84,1220.473,10303.5,396.49,3739.21,2637,2685.3,7979,1594.12,24.36,977.07,2616.8,3072.8,4416.95,6742.1
8017.52002,7994.680176,7999.620117,7938.669922,7966.180176,7966.149902,14896.4,1233.62,10135.5,406.34,3719.62,2599.5,2646.9,7906.25,1580.14,25.66,966.58,2591.05,3037.7,4360.05,6656.3
7871.109863,7968.540039,8017.52002,7821.75,7835.560059,7835.530762,15028.17,1244.07,9538.6,409.42,3683.31,2602.9,2650.7,7902.3,1561.7,25.07,964,2588.56,3006.7,4339.98,6590.6
7813.859863,7860.029785,7871.109863,7775.259766,7778.160156,7778.131348,15019.18,1237.163,9254.5,423.96,3598.16,2552,2603.1,7802.6,1555.54,26.01,956.05,2562.42,2954.9,4293.64,6490.7
