Date,open,high,low,volume,close
86/08/26,10134.299805,10166.919922,10082.009766,10116.839844,10116.801758
86/08/27,10191.80957,10256.099609,10040.480469,10050.669922,10050.631836
86/08/28,10067.480469,10067.480469,9796.879883,9827.490234,9827.453125
86/09/01,9861.75,9861.75,9499.519531,9504.990234,9504.955078
86/09/02,9564.44043,9564.44043,9185.490234,9211.669922,9211.635742
86/09/03,9460.75,9502.730469,9375.769531,9460.759766,9460.724609
86/09/04,9421.339844,9466.610352,9117.870117,9147.849609,9147.81543
86/09/05,9278.30957,9304.099609,9141.429688,9290.389648,9290.355469
86/09/08,9357.030273,9357.030273,9133.429688,9149.290039,9149.255859
86/09/09,9154.05957,9174.429688,9002.769531,9079.360352,9079.326172
86/09/10,9242.980469,9269.870117,9134.429688,9145.179688,9145.145508
86/09/11,9038.900391,9134.450195,9027.879883,9115.099609,9115.06543
86/09/12,9157.230469,9191.719727,9142.530273,9155.240234,9155.206055
86/09/15,8996.709961,9020.730469,8898.129883,8932.019531,8931.986328
86/09/17,9070.230469,9123.169922,9020.370117,9087.549805,9087.515625
86/09/18,9075.320313,9141.330078,9055.370117,9141.330078,9141.295898
86/09/19,9189.589844,9292.120117,9187.209961,9243.709961,9243.675781
86/09/22,9257.089844,9288.950195,9216.580078,9220.990234,9220.956055
86/09/23,9230.089844,9230.089844,9053.769531,9073.769531,9073.735352
86/09/24,9032,9083.950195,8978.730469,8994.019531,8993.986328
86/09/25,9168.110352,9168.110352,8785.959961,8791.80957,8791.777344
86/09/26,8750.780273,8829.099609,8599.820313,8719,8718.967773
86/09/30,8806.839844,8812.009766,8658.05957,8708.830078,8708.797852
86/10/01,8737.080078,8737.080078,8625.839844,8695.019531,8694.987305
86/10/02,8698.669922,8733.610352,8502.299805,8504.660156,8504.62793
86/10/03,8393.879883,8537.179688,8393.879883,8537.179688,8537.147461
86/10/06,8405.299805,8498.740234,8384.349609,8392.589844,8392.557617
86/10/07,8285.280273,8368.290039,8177.540039,8221.349609,8221.317383
86/10/08,8285.889648,8325.610352,8204.910156,8255.820313,8255.788086
86/10/09,8373.200195,8461.870117,8364.759766,8461.870117,8461.837891
86/10/13,8503.799805,8512.570313,8444.179688,8463.160156,8463.12793
86/10/14,8480.769531,8489.379883,8391.299805,8429.349609,8429.317383
86/10/15,8381.299805,8392.540039,8256.320313,8262.400391,8262.368164
86/10/16,8177.390137,8203.129883,7967.410156,7997.810059,7997.779297
86/10/17,8084.189941,8084.189941,7654.879883,7832.149902,7832.120605
86/10/20,7579.859863,7579.859863,7274.970215,7316.779785,7316.751953
86/10/21,7468.830078,7734.049805,7468.830078,7734.049805,7734.020996
86/10/22,7752.319824,7835.549805,7529.359863,7692.470215,7692.441406
86/10/23,7739.549805,7901.810059,7669.759766,7825.009766,7824.980469
86/10/24,7536.029785,7741.810059,7536.029785,7719.040039,7719.01123
86/10/27,7719.859863,7788.419922,7655.990234,7662.529785,7662.500977
86/10/28,7280.640137,7339.600098,7186.700195,7210.009766,7209.982422
86/10/29,7391.310059,7391.310059,7089.560059,7089.560059,7089.533691
86/10/30,7136.240234,7315.819824,7040.540039,7313.399902,7313.37207
86/11/03,7419.339844,7651.629883,7406.100098,7646.350098,7646.321289
86/11/04,7835.600098,7940.200195,7764.029785,7785.319824,7785.291016
86/11/05,7733.220215,7864.220215,7733.220215,7864.220215,7864.19043
86/11/06,7987.080078,8090.140137,7983.919922,8076.77002,8076.739258
86/11/07,8076.52002,8137.02002,7778.660156,7860.089844,7860.060059
86/11/10,7724.870117,7810.990234,7644.52002,7767.140137,7767.111328
86/11/11,7765.220215,7797.720215,7681.140137,7712.160156,7712.131348
86/11/13,7544.870117,7587.970215,7515.640137,7554.939941,7554.911133
86/11/14,7673.140137,7681.310059,7481.390137,7482.919922,7482.89209
86/11/17,7528.330078,7690.540039,7499.25,7690.540039,7690.51123
86/11/18,7870.02002,7876.140137,7642.939941,7644.970215,7644.941406
86/11/19,7606.490234,7705.399902,7606.490234,7705.399902,7705.371094
86/11/20,7747.859863,7806.680176,7689.189941,7693.290039,7693.26123
86/11/21,7762.22998,7773.350098,7732.720215,7773.350098,7773.321289
86/11/24,7880.02002,7880.02002,7751.319824,7756.25,7756.221191
86/11/25,7702.720215,7773.180176,7698.47998,7759.970215,7759.941406
86/11/26,7819.790039,7819.790039,7694.720215,7698.240234,7698.211426
86/11/27,7737.470215,7762.149902,7690.109863,7762.149902,7762.121094
86/11/28,7833.470215,7876.910156,7794.779785,7797.189941,7797.161133
86/12/01,7446.490234,7454.97998,7354.919922,7400.640137,7400.612305
86/12/02,7455.509766,7679.529785,7455.509766,7679.529785,7679.500977
86/12/03,7651.680176,7904.160156,7651.680176,7902.509766,7902.479492
86/12/04,8003.870117,8060.279785,7919.399902,8050.129883,8050.099121
86/12/05,8175.189941,8280.650391,8121.899902,8166.870117,8166.839355
86/12/08,8265.360352,8402.169922,8265.360352,8402.169922,8402.137695
86/12/09,8512.610352,8512.610352,8325.230469,8333.490234,8333.458008
86/12/10,8368.160156,8532.25,8368.160156,8503.549805,8503.517578
86/12/11,8438.379883,8451.929688,8250.919922,8270.580078,8270.547852
86/12/12,8135.169922,8398.269531,8135.169922,8398.269531,8398.237305
86/12/15,8420.910156,8420.910156,8241.490234,8241.490234,8241.458008
86/12/16,8341.349609,8341.349609,8172.830078,8193.650391,8193.618164
86/12/17,8297.69043,8347.200195,8241.69043,8347.200195,8347.167969
86/12/18,8361.900391,8380.719727,8253.879883,8255.049805,8255.017578
86/12/19,8205.830078,8305.830078,8091.169922,8092.580078,8092.549316
86/12/22,8223.69043,8226.139648,8096.990234,8104.029785,8103.999023
86/12/23,8192.700195,8192.700195,8032.529785,8038.310059,8038.279297
86/12/24,7925.100098,8080.810059,7920.100098,8075.049805,8075.019043
86/12/26,8135.450195,8205.700195,8113.22998,8132.5,8132.469238
86/12/29,8111.77002,8113.22998,8069.169922,8076.649902,8076.619141
86/12/30,8167.339844,8167.339844,8116.149902,8145.77002,8145.739258
86/12/31,8226.330078,8243.599609,8176.700195,8187.27002,8187.239258
87/01/05,8154.919922,8154.919922,8025.740234,8028.629883,8028.599121
87/01/06,7994.680176,7999.620117,7938.669922,7966.180176,7966.149902
87/01/07,7968.540039,8017.52002,7821.75,7835.560059,7835.530762
87/01/08,7860.029785,7871.109863,7775.259766,7778.160156,7778.131348
87/01/09,7779.109863,7813.859863,7647.240234,7737.200195,7737.171387
87/01/12,7578.140137,7592.669922,7373.140137,7375.140137,7375.112305
87/01/13,7496.379883,7517.120117,7399.47998,7513.240234,7513.211914
87/01/14,7617.529785,7798.25,7617.529785,7798.25,7798.221191
87/01/15,7856.149902,7856.149902,7765.990234,7770.77002,7770.741211
87/01/16,7756.419922,7879.209961,7756.419922,7799.100098,7799.071289
87/01/19,7928.5,7935.870117,7842.060059,7847.620117,7847.59082
87/01/20,7880.629883,7908.200195,7840.549805,7907.680176,7907.649902
87/01/21,8020.490234,8098.649902,8009.22998,8098.649902,8098.619141
87/01/22,8066.140137,8114.220215,8066.140137,8085.470215,8085.439453
87/02/02,8260.280273,8405.110352,8245.419922,8405.110352,8405.078125
87/02/03,8583.379883,8586.919922,8478.30957,8514.179688,8514.147461
87/02/04,8539.80957,8575.299805,8453.419922,8470.610352,8470.578125
87/02/05,8492.919922,8626.799805,8484.980469,8621.969727,8621.9375
87/02/06,8712.25,8775.669922,8469.360352,8544.139648,8544.107422
87/02/09,8778.980469,8796.44043,8634.610352,8634.610352,8634.578125
87/02/10,8667.410156,8673.349609,8537.400391,8567.660156,8567.62793
87/02/11,8693.990234,8753.540039,8682.160156,8713.419922,8713.387695
87/02/12,8805.160156,8831.120117,8763.070313,8800.019531,8799.987305
87/02/13,8920.240234,8920.240234,8701.580078,8706.459961,8706.427734
87/02/16,8673.820313,8729.700195,8628.360352,8708.290039,8708.257813
87/02/17,8701.969727,8796.219727,8648.759766,8782.089844,8782.057617
87/02/18,8868.679688,8886.070313,8815.530273,8837.339844,8837.307617
87/02/19,8958.339844,9014.320313,8942.719727,8978.509766,8978.476563
87/02/20,9095.370117,9095.370117,9021.849609,9037.480469,9037.447266
87/02/23,9126.5,9176.240234,9074.620117,9147,9146.96582
87/02/24,9324.540039,9324.540039,9032.790039,9066.459961,9066.425781
87/02/25,9111.870117,9131.419922,9010.759766,9027.099609,9027.066406
87/02/26,9144.259766,9229.19043,9126.55957,9229.19043,9229.15625
87/02/27,9363.389648,9378.519531,9194.509766,9202.55957,9202.525391
87/03/02,9272.790039,9314.740234,9243.650391,9277.089844,9277.055664
87/03/03,9307.019531,9307.019531,9120.330078,9211.830078,9211.795898
87/03/04,9202.820313,9260.919922,8967.980469,8977.540039,8977.506836
87/03/05,8995.919922,8995.919922,8748.910156,8765.320313,8765.288086
87/03/06,8630.049805,8853.55957,8630.049805,8847.650391,8847.618164
87/03/09,8860.219727,8910.780273,8812.94043,8887.360352,8887.327148
87/03/10,8971.509766,8976.150391,8869.55957,8897.269531,8897.236328
87/03/11,8991.709961,9030.549805,8969.55957,9030.549805,9030.516602
87/03/12,9113.150391,9137.089844,9049.05957,9056.370117,9056.335938
87/03/13,9096.740234,9109.389648,9006.120117,9055.509766,9055.475586
87/03/16,9088.5,9107.549805,9049.660156,9065.299805,9065.265625
87/03/17,9161.179688,9165.120117,9037.290039,9045.549805,9045.516602
87/03/18,9045.360352,9069.769531,8948.299805,8952.660156,8952.626953
87/03/19,8994.049805,8994.049805,8837.290039,8859.410156,8859.37793
87/03/20,8911.759766,8911.759766,8823.269531,8904.230469,8904.197266
87/03/23,8843.769531,8853.830078,8738,8757.589844,8757.557617
87/03/24,8792.219727,8815.55957,8751.849609,8806.849609,8806.817383
87/03/25,8904.5,9040.75,8902.610352,9040.75,9040.716797
87/03/26,9120.230469,9130.5,9008.200195,9014.169922,9014.136719
87/03/27,9091.75,9139.669922,9070.870117,9095.830078,9095.795898
87/03/30,9154.549805,9154.549805,9079.950195,9088.959961,9088.925781
87/03/31,9069.650391,9106.780273,9051.839844,9091.160156,9091.125977
87/04/01,9160.679688,9160.679688,9035.69043,9041.5,9041.466797
87/04/02,9029.730469,9062.389648,8979.490234,9013.099609,9013.066406
87/04/03,9087.830078,9143.730469,9043.769531,9134.05957,9134.025391
87/04/07,9283.980469,9337.610352,9264.820313,9266.679688,9266.645508
87/04/08,9263.94043,9279.280273,9222.209961,9263.44043,9263.40625
87/04/09,9335.419922,9335.419922,9065.879883,9090.30957,9090.275391
87/04/10,9178.160156,9178.740234,8992.089844,9054.019531,9053.986328
87/04/13,9014.740234,9014.740234,8851.139648,8863.110352,8863.078125
87/04/14,8906.44043,8910.139648,8738.910156,8764.580078,8764.547852
87/04/15,8887.639648,8887.639648,8720.870117,8807.30957,8807.277344
87/04/16,8855.790039,8859.089844,8773.089844,8780.209961,8780.177734
87/04/17,8724.650391,8796.650391,8589.30957,8619.490234,8619.458008
87/04/20,8741.950195,8741.950195,8507.44043,8508.55957,8508.527344
87/04/21,8513.530273,8596.209961,8371.639648,8440.200195,8440.167969
87/04/22,8553.160156,8636.509766,8526.099609,8636.509766,8636.477539
87/04/23,8624.820313,8653.230469,8586.05957,8613.959961,8613.927734
87/04/24,8571.019531,8640.379883,8571.019531,8636.110352,8636.078125
87/04/27,8623.610352,8649.040039,8453.480469,8471.620117,8471.587891
87/04/28,8327.459961,8434.669922,8327.459961,8434.669922,8434.637695
87/04/29,8466.379883,8488.80957,8342.660156,8348.349609,8348.317383
87/04/30,8422.089844,8436.25,8294.379883,8304.209961,8304.177734
87/05/04,8321.580078,8360.599609,8274.240234,8360.599609,8360.567383
87/05/05,8387.44043,8432.030273,8320.980469,8330.150391,8330.118164
87/05/06,8297.900391,8325.639648,8235.339844,8325.639648,8325.607422
87/05/07,8319.370117,8357.169922,8283.299805,8290.370117,8290.337891
87/05/08,8241.55957,8242.549805,8184.419922,8210.839844,8210.807617
87/05/11,8304.980469,8399.629883,8297.05957,8378.879883,8378.847656
87/05/12,8386.209961,8386.209961,8272.820313,8278.429688,8278.397461
87/05/13,8306.129883,8306.129883,8174.720215,8202.900391,8202.868164
87/05/14,8202.099609,8256.959961,8193.5,8193.5,8193.467773
87/05/15,8198.030273,8229.320313,8160.25,8167.5,8167.469238
87/05/18,8023.919922,8160.089844,8023.919922,8134.890137,8134.859375
87/05/19,8108.589844,8188.859863,8103.419922,8136.27002,8136.239258
87/05/20,8229.129883,8294.790039,8229.129883,8267.490234,8267.458008
87/05/21,8342.139648,8389.150391,8316.509766,8369.320313,8369.288086
87/05/22,8360.169922,8403.769531,8360.169922,8384.910156,8384.87793
87/05/25,8417.160156,8417.160156,8302.860352,8314.089844,8314.057617
87/05/26,8261.410156,8300.160156,8146.339844,8178.390137,8178.359375
87/05/27,8093.419922,8152.879883,8035.709961,8068.169922,8068.13916
87/05/28,8147.419922,8147.419922,8051.709961,8124.5,8124.469238
87/05/29,8119.25,8119.25,7895.149902,7903.339844,7903.30957
87/06/01,7860.049805,7860.049805,7574.509766,7606.25,7606.221191
87/06/02,7671.209961,7671.209961,7523.5,7565.640137,7565.611328
87/06/03,7631.97998,7699.47998,7598.160156,7643.200195,7643.171387
87/06/04,7563.629883,7563.629883,7389.799805,7425.959961,7425.932129
87/06/05,7582.109863,7585.290039,7418.930176,7505.580078,7505.552246
87/06/08,7601.310059,7645.390137,7560.790039,7591.27002,7591.241211
87/06/09,7607.580078,7607.580078,7448.359863,7455.629883,7455.602051
87/06/10,7377.049805,7422.649902,7220.129883,7223.129883,7223.102539
87/06/11,7073.220215,7238.919922,7073.220215,7210.740234,7210.712891
87/06/12,7121.859863,7199.47998,7099.540039,7117.109863,7117.083008
87/06/15,7166.959961,7283.830078,7111.759766,7283.830078,7283.802246
87/06/16,7174.72998,7444.060059,7170.759766,7404.27002,7404.242188
87/06/17,7486.540039,7548,7445.919922,7466.379883,7466.352051
87/06/18,7658.350098,7771.759766,7633.720215,7768.310059,7768.28125
87/06/19,7723.279785,7815.109863,7700.22998,7754.430176,7754.401367
87/06/22,7867.410156,7867.410156,7678.700195,7692.910156,7692.881348
87/06/23,7729.910156,7729.910156,7598.27002,7633.359863,7633.331055
87/06/24,7733.709961,7783.990234,7659.589844,7670.709961,7670.681152
87/06/25,7762.319824,7777.290039,7695.740234,7722.640137,7722.611328
87/06/26,7717.370117,7771.649902,7656.129883,7681.959961,7681.931152
87/06/29,7679.680176,7679.680176,7533.040039,7535.72998,7535.70166
87/06/30,7606.149902,7606.149902,7517.330078,7548.810059,7548.78125
87/07/02,7654.009766,7823.240234,7647.709961,7817.109863,7817.081055
87/07/03,7797.919922,7872.240234,7746.450195,7758.629883,7758.601074
87/07/06,7949.120117,7974.27002,7894.180176,7894.850098,7894.819824
87/07/07,7947.529785,7947.529785,7829.870117,7845.970215,7845.940918
87/07/08,7908,7938.97998,7887.810059,7936.819824,7936.789551
87/07/09,8044.959961,8079.740234,7947.529785,7947.529785,7947.499512
87/07/10,7925.25,7927.819824,7839.799805,7883.160156,7883.129883
87/07/13,7818.359863,7869.629883,7803.560059,7815.529785,7815.500977
87/07/14,7888.109863,7895.459961,7789.220215,7789.220215,7789.191406
87/07/15,7853.72998,7875.910156,7832.169922,7875.910156,7875.880371
87/07/16,7933.77002,7949.509766,7904.77002,7924.839844,7924.80957
87/07/17,8013.240234,8040.149902,7985.799805,8032.859863,8032.829102
87/07/20,8075.859863,8075.859863,8014.700195,8047.669922,8047.63916
87/07/21,8076.580078,8092.439941,7940.620117,7949.200195,7949.169922
87/07/22,7872.899902,7881.060059,7794.080078,7881.060059,7881.029785
87/07/23,7866.390137,7934.580078,7860.209961,7879.890137,7879.859863
87/07/24,7813.790039,7902.399902,7812.580078,7902.399902,7902.369629
87/07/27,7935.310059,7935.310059,7882.470215,7890.299805,7890.269531
87/07/28,7941.379883,7950.839844,7822.129883,7830.140137,7830.11084
87/07/29,7818.180176,7842.120117,7761.879883,7775.330078,7775.30127
87/07/30,7808.850098,7808.850098,7723.910156,7730.430176,7730.401367
87/07/31,7792.22998,7797.930176,7653.310059,7653.509766,7653.480957
87/08/03,7715.799805,7715.799805,7588.759766,7599.040039,7599.01123
87/08/04,7573.029785,7639.419922,7573.029785,7593.140137,7593.111328
87/08/05,7524.830078,7543.279785,7482.819824,7499.72998,7499.702148
87/08/06,7567.640137,7568.560059,7455.450195,7471.740234,7471.712402
87/08/07,7501.27002,7542.879883,7446.970215,7530.02002,7529.991699
87/08/10,7477.899902,7487.009766,7367.02002,7372.120117,7372.092285
87/08/11,7361.189941,7398,7338.850098,7383.97998,7383.952148
87/08/12,7301.52002,7351.509766,7276.240234,7351.509766,7351.481934
87/08/13,7433.390137,7447.299805,7362.549805,7362.549805,7362.521973
87/08/14,7345.529785,7355.149902,7275.600098,7348.040039,7348.012207
87/08/17,7352.279785,7352.279785,7248.140137,7273.850098,7273.822266
87/08/18,7284.600098,7284.600098,7088.72998,7181.589844,7181.5625
87/08/19,7261.850098,7322.370117,7259.629883,7293.399902,7293.37207
87/08/20,7289.890137,7311.75,7257.189941,7270.839844,7270.812012
87/08/21,7268.140137,7277.240234,7195.049805,7213.370117,7213.342773
87/08/24,7128.970215,7128.970215,6952.009766,6957.75,6957.724121
87/08/25,6948.950195,6948.950195,6811.430176,6908.330078,6908.304199
87/08/26,6996.319824,7017.399902,6813.459961,6814.330078,6814.304199
87/08/27,6706.319824,6820.709961,6665.950195,6813.299805,6813.273926
87/08/28,6625.370117,6802.950195,6615.939941,6723.77002,6723.744141
87/08/31,6776.149902,6776.149902,6547.430176,6550.109863,6550.084961
87/09/01,6350.129883,6361.580078,6219.890137,6335.089844,6335.06543
87/09/02,6450.419922,6518.109863,6388.069824,6471.680176,6471.655762
87/09/03,6372.359863,6391.859863,6240.689941,6251.379883,6251.356445
87/09/04,6254.830078,6463.149902,6254.830078,6463.149902,6463.125488
87/09/07,6769.620117,6822.970215,6707.640137,6800.72998,6800.704102
87/09/08,6820.189941,6942.259766,6820.189941,6942.259766,6942.233887
87/09/09,7017.279785,7017.279785,6846.5,6894.569824,6894.543945
87/09/10,6803.259766,6915.069824,6780.779785,6803.830078,6803.804199
87/09/11,6745.52002,6858.990234,6682.910156,6841.830078,6841.804199
87/09/14,6884.819824,6922.959961,6852.080078,6860.169922,6860.144043
87/09/15,6925.220215,6925.220215,6816.169922,6857.959961,6857.934082
87/09/16,6877.899902,6972.540039,6851.299805,6972.540039,6972.51416
87/09/17,7036.870117,7060.72998,6996.689941,7000.52002,7000.494141
87/09/18,6929.240234,7000.27002,6929.240234,6961.759766,6961.733887
87/09/21,7218.390137,7218.390137,6988.97998,7029.399902,7029.374023
87/09/22,7090.089844,7090.089844,6984.839844,7033.990234,7033.964355
87/09/23,7065.009766,7086.779785,6951.609863,6962.169922,6962.144043
87/09/24,7045.580078,7045.580078,6974.089844,6979.950195,6979.924316
87/09/25,6952.689941,6979.890137,6903.689941,6979.890137,6979.864258
87/09/28,6958.169922,6958.169922,6905.450195,6910.609863,6910.583984
87/09/29,6952.209961,6952.209961,6841,6884.5,6884.474121
87/09/30,6874.569824,6906.459961,6796.419922,6833.950195,6833.924316
87/10/01,6760.410156,6777.399902,6697.180176,6702.060059,6702.03418
87/10/02,6512.850098,6537.97998,6384.660156,6436,6435.975586
87/10/06,6506.100098,6575.950195,6447.560059,6534.649902,6534.625
87/10/07,6596.47998,6674.890137,6560.649902,6674.890137,6674.864746
87/10/08,6726.120117,6970.22998,6726.120117,6970.22998,6970.204102
87/10/09,6990.060059,7064.830078,6893.75,6944.169922,6944.144043
87/10/12,7027.140137,7027.140137,6913.799805,6920.450195,6920.424316
87/10/13,6997.910156,7023.180176,6906.680176,6909.220215,6909.194336
87/10/14,6857.819824,6882.279785,6784.140137,6819.120117,6819.094238
87/10/15,6828.879883,6839.939941,6784.700195,6799.879883,6799.854004
87/10/19,6944.140137,6944.140137,6887.350098,6904.560059,6904.53418
87/10/20,6875.629883,6926.910156,6836.52002,6848.720215,6848.694336
87/10/21,6859.779785,7021.419922,6859.779785,7021.419922,7021.394043
87/10/22,7068.029785,7068.029785,6965.540039,6987.790039,6987.76416
87/10/23,7029.439941,7088.390137,7010.359863,7055.459961,7055.434082
87/10/26,7063.439941,7063.439941,7024.129883,7050.319824,7050.293945
87/10/27,7056.509766,7110.02002,7019.060059,7036.629883,7036.604004
87/10/28,7060.740234,7060.740234,6937.879883,6962.089844,6962.063965
87/10/29,6983.759766,7016.890137,6963.120117,7016.890137,7016.864258
87/10/30,7046.939941,7101.459961,7007.319824,7101.459961,7101.433594
87/11/02,7215.830078,7249.290039,7180.200195,7218.089844,7218.0625
87/11/03,7133.169922,7151.279785,7061.850098,7071.439941,7071.414063
87/11/04,7002.580078,7043.27002,6851.149902,6905.319824,6905.293945
87/11/05,6933.299805,6957.27002,6827.399902,6957.27002,6957.244141
87/11/06,6931.140137,6967.27002,6858.060059,6889.649902,6889.624023
87/11/09,6989.430176,7014.330078,6941.609863,6957.399902,6957.374023
87/11/10,6847.52002,6862.419922,6785.950195,6812.299805,6812.273926
87/11/11,6738.169922,6768.399902,6643.180176,6654.790039,6654.764648
87/11/13,6785.02002,6870.569824,6776.379883,6829.620117,6829.594238
87/11/16,6890.049805,7003.870117,6889.470215,7003.870117,7003.844238
87/11/17,7067.040039,7131.899902,7032.620117,7131.899902,7131.873047
87/11/18,7140.339844,7176.609863,7083.439941,7100.140137,7100.11377
87/11/19,7185.540039,7306.069824,7177.259766,7300.339844,7300.312012
87/11/20,7366.140137,7381.839844,7296.350098,7380.529785,7380.501953
87/11/23,7318.350098,7390.5,7308.399902,7312.259766,7312.231934
87/11/24,7452.939941,7467.220215,7410.52002,7435.839844,7435.812012
87/11/25,7187.669922,7292.200195,7116.089844,7213.5,7213.472656
87/11/26,7281.080078,7397.52002,7253,7377.859863,7377.832031
87/11/27,7406.799805,7453.25,7300.049805,7320.120117,7320.092285
87/11/30,7312.649902,7312.649902,7171.75,7177.220215,7177.192871
87/12/01,7116.240234,7199.740234,7096.830078,7102.370117,7102.34375
87/12/02,7190.049805,7213.629883,7131.439941,7157.220215,7157.193359
87/12/03,7182.47998,7182.47998,7129.97998,7140.109863,7140.083008
87/12/04,7165.069824,7236.080078,7165.069824,7201.839844,7201.8125
87/12/07,7375.910156,7375.910156,7300.22998,7303.339844,7303.312012
87/12/08,7355.629883,7355.629883,7198.02002,7212.680176,7212.652832
87/12/09,7176.209961,7210.109863,7100.819824,7117.910156,7117.883301
87/12/10,7118.27002,7132.399902,7034.930176,7048.569824,7048.543945
87/12/11,7015.72998,7075.279785,6931.169922,6939.740234,6939.714355
87/12/14,6985.870117,6989.160156,6882.240234,6889.5,6889.474121
87/12/15,6847.009766,6937.060059,6752.5,6936.819824,6936.793945
87/12/16,6926.839844,6926.839844,6764.75,6769.52002,6769.494141
87/12/17,6695.169922,6761.009766,6650.640137,6650.640137,6650.614746
87/12/18,6742.129883,6742.129883,6592.459961,6636.660156,6636.634766
87/12/21,6549.529785,6620.75,6537.649902,6558.279785,6558.254883
87/12/22,6623.209961,6782.680176,6619.799805,6782.680176,6782.654297
87/12/23,6775.609863,6775.609863,6684.129883,6688.649902,6688.624023
87/12/24,6778.27002,6780.830078,6668.680176,6683,6682.974121
87/12/28,6615.379883,6615.379883,6452.129883,6481.649902,6481.625488
87/12/29,6499.850098,6527.259766,6414.649902,6478.27002,6478.245605
87/12/30,6545.779785,6566.549805,6433.450195,6462.029785,6462.005371
87/12/31,6516.209961,6516.209961,6414.450195,6418.430176,6418.405762
88/01/05,6210.410156,6310.410156,6111.640137,6152.430176,6152.406738
88/01/06,6082.02002,6280.930176,5988.060059,6199.910156,6199.886719
88/01/07,6280.379883,6409.549805,6181.620117,6404.310059,6404.285645
88/01/08,6371.339844,6492.870117,6371.339844,6421.75,6421.725586
88/01/11,6472.02002,6492.899902,6392.490234,6406.990234,6406.96582
88/01/12,6429.540039,6441.790039,6357.109863,6363.890137,6363.865723
88/01/13,6293.589844,6365.600098,6292.549805,6319.339844,6319.315918
88/01/14,6295.990234,6595.990234,6187.319824,6241.319824,6241.296387
88/01/15,6190.950195,6454.600098,6176.089844,6454.600098,6454.575684
88/01/18,6436.169922,6477.439941,6377.25,6377.25,6377.225586
88/01/19,6358.879883,6421.779785,6323.890137,6343.359863,6343.335449
88/01/20,6355.149902,6360.75,6292,6310.709961,6310.686035
88/01/21,6332.680176,6424.540039,6330.22998,6332.200195,6332.175781
88/01/22,6303.859863,6328.310059,6221.240234,6228.950195,6228.926758
88/01/25,6142.72998,6161.799805,6018.97998,6032.149902,6032.127441
88/01/26,6083.569824,6115.640137,5987.419922,6115.640137,6115.617676
88/01/27,6161.779785,6204.459961,6129.399902,6138.870117,6138.847656
88/01/28,6110.819824,6145.77002,6058.709961,6063.410156,6063.387695
88/01/29,6090.439941,6090.439941,5975.47998,5984,5983.978027
88/02/01,5948.350098,5948.350098,5859,5862.790039,5862.768066
88/02/02,5892.930176,5892.930176,5726.25,5749.640137,5749.619141
