next_day_high,tw_Open,tw_High,tw_Low,tw_Close,tw_Adj_Close,tw_VALUE,jp_VALUE ,chn_VALUE,chnhk_VALUE,bx_VALUE,cnd_VALUE,ind_VALUE,ko_VALUE,sd_VALUE,nafrc_VALUE,sgp_VALUE,sz_VALUE,aut_VALUE,eur_VALUE,nzn_VALUE,uk_VALUE
9896.730469,9669.740234,9677.400391,9555.980469,9677.400391,9677.364258,27.96,115.46,8.3215,7.7515,1.0811,1.3746,35.71,897,7.7687,4.568,1.4692,1.473,1.34589502018843,0.823686453404979,1.5330369461904,0.596623113179405
9877.389648,9814.25,9896.730469,9750.700195,9833.769531,9833.732422,27.94,115.88,8.3211,7.747,1.0811,1.3746,35.72,894.5,7.7814,4.575,1.4635,1.4755,1.34952766531714,0.824907116586659,1.53045607591062,0.596089651883643
9694.280273,9877.389648,9877.389648,9543.759766,9550.400391,9550.365234,27.96,115.68,8.3209,7.747,1.0812,1.3818,35.71,896.5,7.82,4.5745,1.46,1.49,1.35208220659816,0.828525515618446,1.54368632293918,0.597228858098423
9632.419922,9694.280273,9694.280273,9345.900391,9381.05957,9381.025391,27.98,115.85,8.3209,7.747,1.0821,1.3812,35.71,896.5,7.812,4.5635,1.4672,1.484,1.3575889220744,0.827814567696935,1.53917192550408,0.595983074080696
9819.769531,9500.860352,9632.419922,9475.540039,9632.419922,9632.383789,27.97,115.95,8.3208,7.7385,1.0819,1.3832,35.71,895,7.898,4.558,1.4765,1.4995,1.35593220338983,0.836009302937337,1.53139356814701,0.59776436128878
9995.370117,9719.05957,9819.769531,9710.269531,9808.910156,9808.873047,27.98,116.75,8.3205,7.7405,1.082,1.3848,35.705,894,7.8685,4.566,1.4755,1.515,1.35648399348888,0.833004675454377,1.53256704980843,0.601395236949723
10057.950195,9929.980469,9995.370117,9899.580078,9923.049805,9923.011719,28,117.76,8.3003,7.7411,1.0823,1.3865,35.75,893.5,7.9508,4.5755,1.467,1.52,1.36147038801906,0.840506877820826,1.5600624024961,0.613798183157378
10000.610352,9980.110352,10057.950195,9892.339844,9892.339844,9892.302734,28.25,118,8.2913,7.7438,1.0837,1.3855,35.737,894,7.937,4.5875,1.4635,1.517,1.34228187919463,0.839129009734119,1.53964588144727,0.614439324116743
10113.570313,9953.94043,10000.610352,9898.299805,9942.790039,9942.751953,28.8,118.33,8.2911,7.745,1.0829,1.3813,35.72,894,7.9925,4.5935,1.4665,1.515,1.34282261313281,0.84449454312098,1.53798831128883,0.616903146206046
10102.769531,10111.830078,10113.570313,10050.929688,10066.349609,10066.311523,28.9,118.37,8.2913,7.743,1.083,1.382,35.72,892,7.982,4.613,1.471,1.5145,1.34210173131123,0.843726455831658,1.5389350569406,0.61020258725897
10167.30957,9953.30957,10102.769531,9942.339844,10001.55957,10001.521484,28.9,118.47,8.3203,7.743,1.083,1.3891,35.8,891.5,8.0295,4.635,1.475,1.526,1.35263086703639,0.848388966395375,1.55448468832582,0.611695620259359
10077.080078,10167.30957,10167.30957,10059.089844,10065.759766,10065.72168,28.75,118.34,8.3205,7.7433,1.0832,1.3798,35.8,891,8.046,4.653,1.467,1.5255,1.354096140826,0.849941672217359,1.5552099533437,0.614137443959958
9991.320313,10077.080078,10077.080078,9914.099609,9919.679688,9919.641602,28.75,119.26,8.3203,7.7405,1.0842,1.3815,35.737,893,8.0825,4.653,1.473,1.536,1.35281385281385,0.85356936127676,1.55086848635236,0.615384615384615
9962.209961,9991.320313,9991.320313,9833.44043,9861.469727,9861.432617,28.75,118.65,8.32,7.742,1.0848,1.3871,35.735,895.5,8.055,4.675,1.471,1.5317,1.35869565217391,0.850420228525502,1.56421085562334,0.624687656171914
9934.540039,9935.209961,9962.209961,9822.139648,9840.879883,9840.842773,28.8,118.4,8.3203,7.7415,1.0853,1.3875,35.727,895.5,8.048,4.679,1.4735,1.5295,1.363698349925,0.849512093461962,1.56617071260767,0.62992125984252
10036.040039,9921.910156,9934.540039,9851.790039,9923.839844,9923.801758,28.85,115.3,8.3197,7.742,1.0855,1.3928,35.74,896.5,7.904,4.6685,1.481,1.507,1.36295488619327,0.835278306723472,1.56911972383493,0.630914826498423
9932.339844,10035.379883,10036.040039,9863.629883,9897.269531,9897.232422,28.85,115.85,8.3196,7.743,1.0857,1.3933,35.727,895.5,7.984,4.667,1.4843,1.523,1.35722041259501,0.843184486306396,1.5581177937052,0.628851716765187
9870.240234,9895.990234,9932.339844,9759.360352,9807.740234,9807.703125,28.95,116.21,8.3191,7.7447,1.0857,1.3932,35.73,896.5,8.0205,4.6705,1.5095,1.5285,1.35482996883891,0.846610446344247,1.56739811912226,0.63391442155309
9659.69043,9870.240234,9870.240234,9547.799805,9556.120117,9556.084961,28.85,115.78,8.3116,7.7442,1.0859,1.3926,35.732,897,8.011,4.661,1.506,1.5101,1.34318334452653,0.845742009064621,1.55908949173683,0.631911532385466
9804.200195,9659.69043,9659.69043,9501.629883,9632.339844,9632.303711,28.85,117.75,8.3193,7.749,1.0863,1.3907,35.74,897,8.041,4.688,1.5195,1.5195,1.34643866971859,0.848795425340355,1.55884645362432,0.630318310746927
9806.290039,9728.490234,9804.200195,9700.75,9770.799805,9770.762695,28.9,117.8,8.3119,7.7435,1.0885,1.3903,35.81,897,7.966,4.69,1.517,1.5055,1.34625740441572,0.841695122247716,1.55738981467061,0.621504039776259
9856.589844,9788.240234,9806.290039,9703.900391,9712.450195,9712.413086,28.8,118.45,8.319,7.74,1.089,1.3951,35.73,900.5,8.08,4.703,1.5115,1.5165,1.34861766689144,0.852981607717065,1.55207201614155,0.62363579669473
10054.549805,9831.55957,9856.589844,9797.25,9855.160156,9855.123047,28.85,118.08,8.32,7.743,1.0887,1.3939,36.2,901,8.065,4.75,1.507,1.527,1.34734572891404,0.851294385200413,1.5617679212869,0.62802235759593
10056.160156,9983.339844,10054.549805,9983.339844,10025.129883,10025.091797,28.85,117.78,8.3191,7.7435,1.0888,1.3955,36.3,898.9,8.0205,4.745,1.498,1.5165,1.33636242148871,0.84680982352062,1.5617679212869,0.628733102797862
10057.070313,9992.280273,10056.160156,9979.730469,10020.549805,10020.511719,28.8,117.26,8.319,7.7445,1.0925,1.3948,36.4,902,7.943,4.69,1.4947,1.4978,1.33654103180968,0.839423842581487,1.54559505409583,0.621851874883403
10166.919922,10026.509766,10057.070313,9994.75,10011.469727,10011.431641,28.8,118.73,8.319,7.743,1.0923,1.3917,36.6,907,7.97,4.6955,1.494,1.4996,1.33994372236366,0.842031367135858,1.54679040989946,0.622975330176925
10256.099609,10134.299805,10166.919922,10082.009766,10116.839844,10116.801758,28.8,118.32,8.319,7.7435,1.0925,1.3951,36.5,902,7.885,4.694,1.494,1.4875,1.33958472873409,0.83384357450179,1.54798761609907,0.620308913839092
10067.480469,10191.80957,10256.099609,10040.480469,10050.669922,10050.631836,28.78,118.88,8.3192,7.745,1.0912,1.3917,36.5,905,7.879,4.6975,1.517,1.4965,1.35135135135135,0.833237655279111,1.55400155400155,0.621002297708501
9861.75,10067.480469,10067.480469,9796.879883,9827.490234,9827.453125,28.8,118.75,8.3185,7.7467,1.092,1.3878,36.45,905,7.832,4.704,1.5265,1.4833,1.35777325186694,0.828809505202091,1.55448468832582,0.618888476296571
9564.44043,9861.75,9861.75,9499.519531,9504.990234,9504.955078,28.85,120.15,8.3184,7.74785,1.092,1.38615,36.51,905.3,7.881,4.704,1.52125,1.49465,1.36705399863295,0.833318441323548,1.56641604010025,0.62392762439557
9502.730469,9564.44043,9564.44043,9185.490234,9211.669922,9211.635742,28.9,121.55,8.3183,7.749,1.092,1.3845,36.57,905.6,7.93,4.704,1.516,1.506,1.37646249139711,0.837876705337548,1.5785319652723,0.629049506196138
9466.610352,9460.75,9502.730469,9375.769531,9460.759766,9460.724609,28.9,121.03,8.3189,7.7478,1.0918,1.3837,36.48,907,7.8536,4.7015,1.5175,1.4986,1.37779002480022,0.830415518395365,1.57678965625986,0.631074088097943
9304.099609,9421.339844,9466.610352,9117.870117,9147.849609,9147.81543,28.75,120.72,8.3191,7.7485,1.093,1.3858,36.51,909,7.868,4.704,1.519,1.497,1.36593361562628,0.831810729061451,1.56788962057071,0.630715862503942
9357.030273,9278.30957,9304.099609,9141.429688,9290.389648,9290.355469,28.7,121.09,8.3184,7.7477,1.0918,1.3824,37,909,7.791,4.692,1.515,1.4753,1.36836343732895,0.824568741784432,1.57207986165697,0.628140703517588
9174.429688,9357.030273,9357.030273,9133.429688,9149.290039,9149.255859,28.9,121.02,8.31825,7.7475,1.0912,1.383,36.56,910,7.7685,4.6921,1.5065,1.4875,1.36986301369863,0.822314285910742,1.56887354879197,0.631831680040437
9269.870117,9154.05957,9174.429688,9002.769531,9079.360352,9079.326172,28.9,119.05,8.3181,7.7457,1.091,1.3845,36.66,911,7.799,4.7025,1.503,1.4885,1.36986301369863,0.825269752095568,1.57232704402516,0.629643621710112
9134.450195,9242.980469,9269.870117,9134.429688,9145.179688,9145.145508,28.7,119.26,8.3187,7.7453,1.0917,1.3852,36.47,911,7.7985,4.7025,1.507,1.4774,1.37551581843191,0.82523409877199,1.57282164202579,0.629326620516048
9191.719727,9038.900391,9134.450195,9027.879883,9115.099609,9115.06543,28.7,119.58,8.3189,7.746,1.0919,1.392,36.65,911,7.7485,4.696,1.512,1.471,1.38888888888889,0.82064275741888,1.57977883096367,0.62625250501002
9020.730469,9157.230469,9191.719727,9142.530273,9155.240234,9155.206055,28.7,120.93,8.3181,7.746,1.0923,1.3935,36.6,911,7.663,4.689,1.513,1.4662,1.38600138600139,0.812885669951771,1.57728706624606,0.621697233447311
9123.169922,8996.709961,9020.730469,8898.129883,8932.019531,8931.986328,28.7,120.4,8.3181,7.7455,1.0925,1.3922,36.46,911,7.62,4.675,1.508,1.4494,1.38908181691902,0.808897026356529,1.57232704402516,0.623363670365291
9141.330078,9070.230469,9123.169922,9020.370117,9087.549805,9087.515625,28.65,120.99,8.3175,7.7452,1.094,1.3888,36.46,911,7.621,4.6825,1.5165,1.4593,1.39606310205221,0.808908145280298,1.57158573000157,0.625586487331874
9292.120117,9075.320313,9141.330078,9055.370117,9141.330078,9141.295898,28.7,121.98,8.3173,7.7427,1.0945,1.3911,36.4,912,7.615,4.678,1.5185,1.4665,1.39567341242149,0.808575608638546,1.58604282315623,0.619693871227614
9288.950195,9189.589844,9292.120117,9187.209961,9243.709961,9243.675781,28.7,121.93,8.3164,7.7422,1.094,1.3902,36.5,916,7.605,4.6775,1.518,1.4588,1.3883104262113,0.807633421642233,1.5785319652723,0.620655412115194
9230.089844,9257.089844,9288.950195,9216.580078,9220.990234,9220.956055,28.7,122.25,8.3159,7.742,1.095,1.389,36.4,916,7.695,4.704,1.5285,1.4726,1.38985406532314,0.815748597361128,1.57554750275721,0.62402496099844
9083.950195,9230.089844,9230.089844,9053.769531,9073.769531,9073.735352,28.66,121.53,8.3154,7.743,1.0952,1.3903,36.4,916,7.6345,4.702,1.514,1.4745,1.38985406532314,0.810319817736283,1.57232704402516,0.620539869686627
9168.110352,9032,9083.950195,8978.730469,8994.019531,8993.986328,28.66,120.4,8.3151,7.7402,1.0955,1.3875,36.3,916,7.553,4.6935,1.514,1.4601,1.38773244518457,0.802936079103241,1.56617071260767,0.621002297708501
8829.099609,9168.110352,9168.110352,8785.959961,8791.80957,8791.777344,28.66,121.3,8.315,7.738,1.0951,1.3842,36.25,917,7.5392,4.6895,1.5205,1.4578,1.37835975189524,0.801943986276925,1.55933260564478,0.614288346950058
8812.009766,8750.780273,8829.099609,8599.820313,8719,8718.967773,28.76,120.87,8.315,7.739,1.096,1.3839,36.25,918,7.5734,4.68,1.5255,1.453,1.383700013837,0.804763306200453,1.55957579538366,0.62111801242236
8737.080078,8806.839844,8812.009766,8658.05957,8708.830078,8708.797852,28.66,120.71,8.3149,7.7385,1.0958,1.3824,36.19,917,7.5975,4.6605,1.5305,1.4548,1.37931034482759,0.806961304779643,1.56298843388559,0.620462865297512
8733.610352,8737.080078,8737.080078,8625.839844,8695.019531,8694.987305,28.66,120.8,8.3149,7.737,1.0969,1.3791,36.2,915,7.602,4.673,1.535,1.4609,1.37362637362637,0.807407670740548,1.55642023346303,0.61938680706101
8537.179688,8698.669922,8733.610352,8502.299805,8504.660156,8504.62793,28.7,121.8,8.3149,7.738,1.097,1.3747,37,916,7.599,4.6625,1.533,1.456,1.37306055197034,0.807122116353375,1.55593589544111,0.619770684846607
8498.740234,8393.879883,8537.179688,8393.879883,8537.179688,8537.147461,28.68,121.93,8.3149,7.7383,1.0968,1.3713,36.25,916,7.505,4.6715,1.543,1.4491,1.3745704467354,0.79869648999475,1.55884645362432,0.619962802231866
8368.290039,8405.299805,8498.740234,8384.349609,8392.589844,8392.557617,28.65,121.93,8.3145,7.7365,1.0975,1.3718,36.2,916,7.533,4.664,1.5477,1.4521,1.38217000691085,0.801185752992166,1.56985871271586,0.619962802231866
8325.610352,8285.280273,8368.290039,8177.540039,8221.349609,8221.317383,28.55,122.01,8.3145,7.7365,1.0978,1.373,36.25,917,7.5295,4.669,1.56,1.445,1.37931034482759,0.800962944342625,1.5600624024961,0.617474529175671
8461.870117,8285.889648,8325.610352,8204.910156,8255.820313,8255.788086,28.58,121.09,8.31,7.7365,1.0978,1.3727,36.25,918,7.553,4.672,1.5555,1.4455,1.37268359643102,0.803080920317973,1.55884645362432,0.616979269496545
8512.570313,8373.200195,8461.870117,8364.759766,8461.870117,8461.837891,28.5,121.18,8.3141,7.736,1.098,1.3747,36.22,918,7.553,4.672,1.532,1.4561,1.35943447525829,0.80313197205526,1.55207201614155,0.615574022776239
8489.379883,8503.799805,8512.570313,8444.179688,8463.160156,8463.12793,28.515,121.465,8.31365,7.73685,1.0981,1.37865,36.26,916.1,7.5677,4.67225,1.53775,1.4588,1.35869565217391,0.804418224844221,1.55014726399008,0.61648480364959
8392.540039,8480.769531,8489.379883,8391.299805,8429.349609,8429.317383,28.53,121.75,8.3132,7.7377,1.0982,1.3826,36.3,914.2,7.5824,4.6725,1.5435,1.4615,1.35795763172189,0.805708604228112,1.54822727976467,0.617398283632771
8203.129883,8381.299805,8392.540039,8256.320313,8262.400391,8262.368164,28.54,121.31,8.3139,7.7385,1.0993,1.3865,36.257,917,7.5695,4.673,1.5495,1.458,1.36518771331058,0.80459946639541,1.55159038013964,0.615953187557746
8084.189941,8177.390137,8203.129883,7967.410156,7997.810059,7997.779297,28.56,119.87,8.3142,7.7395,1.0993,1.387,36.235,918,7.568,4.688,1.548,1.4558,1.35391280801516,0.804398129678228,1.55038759689922,0.617779699759066
7579.859863,8084.189941,8084.189941,7654.879883,7832.149902,7832.120605,29.75,120.19,8.3139,7.74,1.1,1.386,36.237,918,7.655,4.6975,1.5555,1.4755,1.36518771331058,0.812236579988431,1.55957579538366,0.61938680706101
7734.049805,7579.859863,7579.859863,7274.970215,7316.779785,7316.751953,30.75,121.4,8.3135,7.748,1.0999,1.385,36.25,927,7.612,4.694,1.5675,1.4732,1.37080191912269,0.808526896797894,1.5600624024961,0.613609866846659
7835.549805,7468.830078,7734.049805,7468.830078,7734.049805,7734.020996,30.8,120.66,8.3132,7.751,1.0999,1.389,36.25,930,7.6978,4.698,1.578,1.4885,1.38312586445367,0.816453642033513,1.57109190887667,0.612070020810381
7901.810059,7752.319824,7835.549805,7529.359863,7692.470215,7692.441406,30.8,120.71,8.31,7.75,1.1007,1.3915,36.2,919,7.7078,4.715,1.589,1.4793,1.41643059490085,0.81738079997178,1.59872102318145,0.612070020810381
7741.810059,7739.549805,7901.810059,7669.759766,7825.009766,7824.980469,30.5,121.67,8.3136,7.7275,1.1005,1.3895,36.3,923,7.615,4.728,1.5745,1.4685,1.42551674982181,0.808827441034249,1.60642570281124,0.612857755714899
7788.419922,7536.029785,7741.810059,7536.029785,7719.040039,7719.01123,30.7,121.73,8.3133,7.734,1.1025,1.392,36.3,932,7.589,4.7325,1.581,1.4636,1.42857142857143,0.806512963967044,1.61030595813205,0.611733039701474
7339.600098,7719.859863,7788.419922,7655.990234,7662.529785,7662.500977,30.8,121.87,8.3134,7.731,1.1035,1.3981,36.34,945,7.576,4.784,1.5777,1.4552,1.44717800289436,0.805618849463031,1.60436386972565,0.604302634759488
7391.310059,7280.640137,7339.600098,7186.700195,7210.009766,7209.982422,31,119.7,8.313,7.735,1.1032,1.409,36.3,965,7.533,4.8265,1.5725,1.4115,1.42348754448399,0.802046290023132,1.59489633173844,0.5968011458582
7315.819824,7391.310059,7391.310059,7089.560059,7089.560059,7089.533691,31.3,120.53,8.3132,7.731,1.1022,1.4015,36.345,970,7.5311,4.811,1.579,1.4178,1.42045454545455,0.801828379570228,1.59616919393456,0.598050355839962
7651.629883,7136.240234,7315.819824,7040.540039,7313.399902,7313.37207,31.2,120.68,8.3136,7.7305,1.1055,1.4075,36.32,965,7.505,4.83,1.581,1.4059,1.42694063926941,0.799413582495254,1.60384923817161,0.600420294205944
7940.200195,7419.339844,7651.629883,7406.100098,7646.350098,7646.321289,31.4,121.04,8.3129,7.7345,1.1028,1.4065,36.405,976,7.555,4.788,1.5445,1.4134,1.40449438202247,0.80402696429736,1.5802781289507,0.596551929845493
7864.220215,7835.600098,7940.200195,7764.029785,7785.319824,7785.291016,30.85,121.83,8.3126,7.733,1.1037,1.4039,36.4,965,7.529,4.8295,1.561,1.407,1.4194464158978,0.80179347209061,1.59540523292916,0.594106463878327
8090.140137,7733.220215,7864.220215,7733.220215,7864.220215,7864.19043,30.6,122.56,8.3122,7.7315,1.104,1.4005,36.4,974,7.52,4.818,1.571,1.4073,1.42247510668563,0.800912219401431,1.6,0.596125186289121
8137.02002,7987.080078,8090.140137,7983.919922,8076.77002,8076.739258,30.8,123.16,8.312,7.733,1.1077,1.4025,36.5,975.3,7.487,4.8255,1.574,1.405,1.43307537976498,0.798179641619245,1.60128102481986,0.591016548463357
7810.990234,8076.52002,8137.02002,7778.660156,7860.089844,7860.060059,31,123.97,8.3117,7.731,1.1075,1.4095,36.55,985,7.458,4.836,1.5705,1.3958,1.44092219020173,0.795600727927926,1.6025641025641,0.591540964211772
7797.720215,7724.870117,7810.990234,7644.52002,7767.140137,7767.111328,31.05,124.15,8.3113,7.7305,1.1055,1.4071,36.64,999,7.481,4.826,1.5725,1.3912,1.43472022955524,0.797612178846181,1.59362549800797,0.591961167347422
7587.970215,7765.220215,7797.720215,7681.140137,7712.160156,7712.131348,31.175,125.04,8.3109,7.73125,1.10675,1.40765,36.72,995.5,7.4895,4.8315,1.5755,1.39435,1.43554407120299,0.798443938862897,1.59616919393456,0.58991829631596
7681.310059,7544.870117,7587.970215,7515.640137,7554.939941,7554.911133,31.3,125.93,8.3105,7.732,1.108,1.4082,36.8,992,7.498,4.837,1.5785,1.3975,1.43636885952313,0.799277435430127,1.59872102318145,0.587889476778366
7690.540039,7673.140137,7681.310059,7481.390137,7482.919922,7482.89209,31.5,126.78,8.3106,7.731,1.1083,1.4127,36.8,992,7.538,4.8575,1.5845,1.4065,1.4367816091954,0.802734559008756,1.60128102481986,0.590632567479771
7876.140137,7528.330078,7690.540039,7499.25,7690.540039,7690.51123,31.8,125.85,8.3105,7.731,1.1056,1.4149,36.94,1006,7.541,4.8565,1.583,1.4096,1.43081985977965,0.803003222257172,1.59387950270959,0.590632567479771
7705.399902,7870.02002,7876.140137,7642.939941,7644.970215,7644.941406,32,125.85,8.3104,7.7305,1.1067,1.4145,37.6,1020,7.56,4.856,1.59,1.4035,1.43061516452074,0.804742189504212,1.59235668789809,0.589796520200531
7806.680176,7606.490234,7705.399902,7606.490234,7705.399902,7705.371094,33.25,127.22,8.3103,7.7315,1.1077,1.4155,37.6,1040,7.5679,4.859,1.602,1.4043,1.45095763203714,0.805392542153897,1.60771704180064,0.591331086275206
7773.350098,7747.859863,7806.680176,7689.189941,7693.290039,7693.26123,33,126.81,8.3103,7.731,1.108,1.421,37.54,1139,7.56,4.854,1.6015,1.4083,1.453065969195,0.804700629561091,1.61108425970678,0.590841949778434
7880.02002,7762.22998,7773.350098,7732.720215,7773.350098,7773.321289,32.4,125.85,8.3102,7.731,1.11,1.417,37.83,1060,7.5919,4.8335,1.5815,1.4182,1.43061516452074,0.807534698534095,1.59872102318145,0.591996211224248
7773.180176,7880.02002,7880.02002,7751.319824,7756.25,7756.221191,32.5,127.07,8.3101,7.7305,1.109,1.421,38.32,1085,7.578,4.839,1.592,1.4055,1.44133756125685,0.806288468387212,1.60436386972565,0.591715976331361
7819.790039,7702.720215,7773.180176,7698.47998,7759.970215,7759.941406,32.75,127.45,8.31,7.7305,1.1107,1.418,38.265,1122,7.6268,4.8525,1.597,1.4073,1.45666423889294,0.810586703232906,1.61550888529887,0.59506099375186
7762.149902,7819.790039,7819.790039,7694.720215,7698.240234,7698.211426,32.55,127.51,8.3101,7.7305,1.1099,1.4245,38.75,1110,7.732,4.8545,1.597,1.418,1.46305779078274,0.820204205687091,1.61759948236817,0.597550044816253
7876.910156,7737.470215,7762.149902,7690.109863,7762.149902,7762.121094,32.45,127.625,8.30985,7.73045,1.1096,1.4245,38.925,1139.75,7.72725,4.85625,1.596,1.42175,1.46412884333821,0.819868328340974,1.61995788109509,0.594883997620464
7454.97998,7833.470215,7876.910156,7794.779785,7797.189941,7797.161133,32.35,127.74,8.3096,7.7304,1.1093,1.4245,39.1,1169.5,7.7225,4.858,1.595,1.4255,1.46520146520147,0.819532725968857,1.62232316677482,0.592241634586912
7679.529785,7446.490234,7454.97998,7354.919922,7400.640137,7400.612305,32.45,129.15,8.3096,7.734,1.11,1.4245,39.45,1188,7.8093,4.8649,1.601,1.433,1.47710487444609,0.827624990359971,1.64149704530532,0.594353640416048
7904.160156,7455.509766,7679.529785,7455.509766,7679.529785,7679.500977,32.45,128.77,8.3099,7.738,1.111,1.4218,39.5,1228,7.7828,4.86,1.6085,1.4331,1.47710487444609,0.8250991987542,1.64826108455579,0.594636379853719
8060.279785,7651.680176,7904.160156,7651.680176,7902.509766,7902.479492,32.5,128.72,8.3101,7.736,1.1101,1.418,39.45,1199,7.764,4.858,1.6135,1.4285,1.4792899408284,0.82335822861317,1.65289256198347,0.593824228028504
8280.650391,8003.870117,8060.279785,7919.399902,8050.129883,8050.099121,32.2,129.4,8.31,7.7375,1.1105,1.4227,39.15,1163,7.7722,4.866,1.614,1.4308,1.48544266191325,0.823935155776041,1.65920026547204,0.598623166716552
8402.169922,8175.189941,8280.650391,8121.899902,8166.870117,8166.839355,32.45,130.2,8.31,7.7375,1.111,1.423,39,1233,7.83,4.876,1.617,1.439,1.48986889153754,0.829246345551185,1.66666666666667,0.602954476936991
8512.610352,8265.360352,8402.169922,8265.360352,8402.169922,8402.137695,32.15,130.5,8.31,7.7377,1.1117,1.4223,38.995,1342.4,7.8019,4.869,1.6165,1.4525,1.49142431021626,0.826405334608952,1.67056465085199,0.60709082078679
8532.25,8512.610352,8512.610352,8325.230469,8333.490234,8333.458008,32.15,129.8,8.31,7.7405,1.112,1.4224,39.15,1465.7,7.8326,4.8825,1.626,1.457,1.49812734082397,0.829410920280067,1.6750418760469,0.605033881897386
8451.929688,8368.160156,8532.25,8368.160156,8503.549805,8503.517578,32.55,129.09,8.31,7.7455,1.1135,1.4242,39.15,1565.9,7.8128,4.893,1.6195,1.446,1.50037509377344,0.8274745331967,1.66666666666667,0.606244316459533
8398.269531,8438.379883,8451.929688,8250.919922,8270.580078,8270.547852,32.9,129.92,8.3096,7.75,1.1145,1.4241,39.6,1637.95,7.7666,4.8975,1.633,1.4335,1.5015015015015,0.823185472837115,1.67926112510495,0.604156597390043
8420.910156,8135.169922,8398.269531,8135.169922,8398.269531,8398.237305,32.75,130.73,8.3093,7.75,1.1166,1.4208,39.6,1710,7.7685,4.893,1.658,1.4333,1.50829562594268,0.823290428758897,1.67785234899329,0.606023877340767
8341.349609,8420.910156,8420.910156,8241.490234,8241.490234,8241.458008,32.15,131.08,8.31,7.75,1.113,1.4212,39.575,1563.9,7.7572,4.8905,1.682,1.4305,1.52299725860493,0.821984802460574,1.69204737732657,0.612257393008021
8347.200195,8341.349609,8341.349609,8172.830078,8193.650391,8193.618164,32.15,130.87,8.31,7.75,1.113,1.4237,40,1430,7.7875,4.888,1.706,1.4415,1.54083204930663,0.824828741555177,1.72711571675302,0.612519906896974
8380.719727,8297.69043,8347.200195,8241.69043,8347.200195,8347.167969,32.6,127,8.31,7.749,1.1147,1.4229,40,1485,7.7405,4.8615,1.683,1.4343,1.51400454201363,0.820670783578171,1.70357751277683,0.605803598473375
