next_day_high,tw_Open,tw_High,tw_Low,tw_Close,tw_Adj_Close,tw_VALUE,jp_VALUE ,chn_VALUE,chnhk_VALUE,bx_VALUE,cnd_VALUE,ind_VALUE,ko_VALUE,mlx_VALUE,mxc_VALUE,sd_VALUE,nafrc_VALUE,sgp_VALUE,sz_VALUE,aut_VALUE,eur_VALUE,nzn_VALUE,uk_VALUE
10167.30957,9953.30957,10102.769531,9942.339844,10001.55957,10001.521484,28.9,118.47,8.3203,7.743,1.083,1.3891,35.8,891.5,2.6395,7.823,8.0295,4.635,1.475,1.526,0.7393,1.17870462678079,0.6433,1.6348
10077.080078,10167.30957,10167.30957,10059.089844,10065.759766,10065.72168,28.75,118.34,8.3205,7.7433,1.0832,1.3798,35.8,891,2.6365,7.826,8.046,4.653,1.467,1.5255,0.7385,1.17655132427048,0.643,1.6283
9991.320313,10077.080078,10077.080078,9914.099609,9919.679688,9919.641602,28.75,119.26,8.3203,7.7405,1.0842,1.3815,35.737,893,2.643,7.805,8.0825,4.653,1.473,1.536,0.7392,1.17155095457528,0.6448,1.625
9962.209961,9991.320313,9991.320313,9833.44043,9861.469727,9861.432617,28.75,118.65,8.32,7.742,1.0848,1.3871,35.735,895.5,2.638,7.78,8.055,4.675,1.471,1.5317,0.736,1.17588924446664,0.6393,1.6008
9934.540039,9935.209961,9962.209961,9822.139648,9840.879883,9840.842773,28.8,118.4,8.3203,7.7415,1.0853,1.3875,35.727,895.5,2.643,7.792,8.048,4.679,1.4735,1.5295,0.7333,1.17714627925397,0.6385,1.5875
10036.040039,9921.910156,9934.540039,9851.790039,9923.839844,9923.801758,28.85,115.3,8.3197,7.742,1.0855,1.3928,35.74,896.5,2.7,7.83,7.904,4.6685,1.481,1.507,0.7337,1.19720575998517,0.6373,1.585
9932.339844,10035.379883,10036.040039,9863.629883,9897.269531,9897.232422,28.85,115.85,8.3196,7.743,1.0857,1.3933,35.727,895.5,2.7455,7.8,7.984,4.667,1.4843,1.523,0.7368,1.18598007463413,0.6418,1.5902
9870.240234,9895.990234,9932.339844,9759.360352,9807.740234,9807.703125,28.95,116.21,8.3191,7.7447,1.0857,1.3932,35.73,896.5,2.783,7.78,8.0205,4.6705,1.5095,1.5285,0.7381,1.18118079491944,0.638,1.5775
9659.69043,9870.240234,9870.240234,9547.799805,9556.120117,9556.084961,28.85,115.78,8.3116,7.7442,1.0859,1.3926,35.732,897,2.7775,7.782,8.011,4.661,1.506,1.5101,0.7445,1.18239367239897,0.6414,1.5825
9804.200195,9659.69043,9659.69043,9501.629883,9632.339844,9632.303711,28.85,117.75,8.3193,7.749,1.0863,1.3907,35.74,897,2.7835,7.77,8.041,4.688,1.5195,1.5195,0.7427,1.17814018566254,0.6415,1.5865
9806.290039,9728.490234,9804.200195,9700.75,9770.799805,9770.762695,28.9,117.8,8.3119,7.7435,1.0885,1.3903,35.81,897,2.785,7.7625,7.966,4.69,1.517,1.5055,0.7428,1.18807864459228,0.6421,1.609
9856.589844,9788.240234,9806.290039,9703.900391,9712.450195,9712.413086,28.8,118.45,8.319,7.74,1.089,1.3951,35.73,900.5,2.79,7.76,8.08,4.703,1.5115,1.5165,0.7415,1.17235822080199,0.6443,1.6035
10054.549805,9831.55957,9856.589844,9797.25,9855.160156,9855.123047,28.85,118.08,8.32,7.743,1.0887,1.3939,36.2,901,2.78,7.765,8.065,4.75,1.507,1.527,0.7422,1.17468177564049,0.6403,1.5923
10056.160156,9983.339844,10054.549805,9983.339844,10025.129883,10025.091797,28.85,117.78,8.3191,7.7435,1.0888,1.3955,36.3,898.9,2.76,7.76,8.0205,4.745,1.498,1.5165,0.7483,1.18090269175491,0.6403,1.5905
10057.070313,9992.280273,10056.160156,9979.730469,10020.549805,10020.511719,28.8,117.26,8.319,7.7445,1.0925,1.3948,36.4,902,2.775,7.783,7.943,4.69,1.4947,1.4978,0.7482,1.19129330056279,0.647,1.6081
10166.919922,10026.509766,10057.070313,9994.75,10011.469727,10011.431641,28.8,118.73,8.319,7.743,1.0923,1.3917,36.6,907,2.7735,7.76,7.97,4.6955,1.494,1.4996,0.7463,1.18760421408227,0.6465,1.6052
10256.099609,10134.299805,10166.919922,10082.009766,10116.839844,10116.801758,28.8,118.32,8.319,7.7435,1.0925,1.3951,36.5,902,2.789,7.7575,7.885,4.694,1.494,1.4875,0.7465,1.19926570232011,0.646,1.6121
10067.480469,10191.80957,10256.099609,10040.480469,10050.669922,10050.631836,28.78,118.88,8.3192,7.745,1.0912,1.3917,36.5,905,2.839,7.759,7.879,4.6975,1.517,1.4965,0.74,1.20013779221851,0.6435,1.6103
9861.75,10067.480469,10067.480469,9796.879883,9827.490234,9827.453125,28.8,118.75,8.3185,7.7467,1.092,1.3878,36.45,905,2.9325,7.7725,7.832,4.704,1.5265,1.4833,0.7365,1.20654986908743,0.6433,1.6158
9564.44043,9861.75,9861.75,9499.519531,9504.990234,9504.955078,28.85,120.15,8.3184,7.74785,1.092,1.38615,36.51,905.3,2.92975,7.77525,7.881,4.704,1.52125,1.49465,0.7315,1.20002144487732,0.6384,1.60275
9502.730469,9564.44043,9564.44043,9185.490234,9211.669922,9211.635742,28.9,121.55,8.3183,7.749,1.092,1.3845,36.57,905.6,2.927,7.778,7.93,4.704,1.516,1.506,0.7265,1.19349302066721,0.6335,1.5897
9466.610352,9460.75,9502.730469,9375.769531,9460.759766,9460.724609,28.9,121.03,8.3189,7.7478,1.0918,1.3837,36.48,907,2.982,7.773,7.8536,4.7015,1.5175,1.4986,0.7258,1.20421641677931,0.6342,1.5846
9304.099609,9421.339844,9466.610352,9117.870117,9147.849609,9147.81543,28.75,120.72,8.3191,7.7485,1.093,1.3858,36.51,909,2.995,7.789,7.868,4.704,1.519,1.497,0.7321,1.20219656354796,0.6378,1.5855
9357.030273,9278.30957,9304.099609,9141.429688,9290.389648,9290.355469,28.7,121.09,8.3184,7.7477,1.0918,1.3824,37,909,2.95,7.8075,7.791,4.692,1.515,1.4753,0.7308,1.21275516439772,0.6361,1.592
9174.429688,9357.030273,9357.030273,9133.429688,9149.290039,9149.255859,28.9,121.02,8.31825,7.7475,1.0912,1.383,36.56,910,2.9175,7.785,7.7685,4.6921,1.5065,1.4875,0.73,1.21608005252209,0.6374,1.5827
9269.870117,9154.05957,9174.429688,9002.769531,9079.360352,9079.326172,28.9,119.05,8.3181,7.7457,1.091,1.3845,36.66,911,2.915,7.78,7.799,4.7025,1.503,1.4885,0.73,1.21172501168345,0.636,1.5882
9134.450195,9242.980469,9269.870117,9134.429688,9145.179688,9145.145508,28.7,119.26,8.3187,7.7453,1.0917,1.3852,36.47,911,2.9165,7.7775,7.7985,4.7025,1.507,1.4774,0.727,1.21177736291808,0.6358,1.589
9191.719727,9038.900391,9134.450195,9027.879883,9115.099609,9115.06543,28.7,119.58,8.3189,7.746,1.0919,1.392,36.65,911,2.9575,7.78,7.7485,4.696,1.512,1.471,0.72,1.21855702857263,0.633,1.5968
9020.730469,9157.230469,9191.719727,9142.530273,9155.240234,9155.206055,28.7,120.93,8.3181,7.746,1.0923,1.3935,36.6,911,2.969,7.7775,7.663,4.689,1.513,1.4662,0.7215,1.23018529784063,0.634,1.6085
9123.169922,8996.709961,9020.730469,8898.129883,8932.019531,8931.986328,28.7,120.4,8.3181,7.7455,1.0925,1.3922,36.46,911,2.976,7.7675,7.62,4.675,1.508,1.4494,0.7199,1.23625129950625,0.636,1.6042
9141.330078,9070.230469,9123.169922,9020.370117,9087.549805,9087.515625,28.65,120.99,8.3175,7.7452,1.094,1.3888,36.46,911,3.01,7.75,7.621,4.6825,1.5165,1.4593,0.7163,1.23623430649655,0.6363,1.5985
9292.120117,9075.320313,9141.330078,9055.370117,9141.330078,9141.295898,28.7,121.98,8.3173,7.7427,1.0945,1.3911,36.4,912,3.02,7.765,7.615,4.678,1.5185,1.4665,0.7165,1.23674272302595,0.6305,1.6137
9288.950195,9189.589844,9292.120117,9187.209961,9243.709961,9243.675781,28.7,121.93,8.3164,7.7422,1.094,1.3902,36.5,916,3.036,7.7525,7.605,4.6775,1.518,1.4588,0.7203,1.2381855099144,0.6335,1.6112
9230.089844,9257.089844,9288.950195,9216.580078,9220.990234,9220.956055,28.7,122.25,8.3159,7.742,1.095,1.389,36.4,916,3.125,7.725,7.695,4.704,1.5285,1.4726,0.7195,1.22586787551325,0.6347,1.6025
9083.950195,9230.089844,9230.089844,9053.769531,9073.769531,9073.735352,28.66,121.53,8.3154,7.743,1.0952,1.3903,36.4,916,3.075,7.77,7.6345,4.702,1.514,1.4745,0.7195,1.23408064089264,0.636,1.6115
9168.110352,9032,9083.950195,8978.730469,8994.019531,8993.986328,28.66,120.4,8.3151,7.7402,1.0955,1.3875,36.3,916,3.06,7.8225,7.553,4.6935,1.514,1.4601,0.7206,1.2454291518658,0.6385,1.6103
8829.099609,9168.110352,9168.110352,8785.959961,8791.80957,8791.777344,28.66,121.3,8.315,7.738,1.0951,1.3842,36.25,917,3.1225,7.815,7.5392,4.6895,1.5205,1.4578,0.7255,1.24696988457082,0.6413,1.6279
8812.009766,8750.780273,8829.099609,8599.820313,8719,8718.967773,28.76,120.87,8.315,7.739,1.096,1.3839,36.25,918,3.1425,7.825,7.5734,4.68,1.5255,1.453,0.7227,1.2426013863894,0.6412,1.61
8737.080078,8806.839844,8812.009766,8658.05957,8708.830078,8708.797852,28.66,120.71,8.3149,7.7385,1.0958,1.3824,36.19,917,3.2475,7.775,7.5975,4.6605,1.5305,1.4548,0.725,1.23921679277183,0.6398,1.6117
8733.610352,8737.080078,8737.080078,8625.839844,8695.019531,8694.987305,28.66,120.8,8.3149,7.737,1.0969,1.3791,36.2,915,3.3675,7.7557,7.602,4.673,1.535,1.4609,0.728,1.2385317061489,0.6425,1.6145
8537.179688,8698.669922,8733.610352,8502.299805,8504.660156,8504.62793,28.7,121.8,8.3149,7.738,1.097,1.3747,37,916,3.325,7.7575,7.599,4.6625,1.533,1.456,0.7283,1.23896989035322,0.6427,1.6135
8498.740234,8393.879883,8537.179688,8393.879883,8537.179688,8537.147461,28.68,121.93,8.3149,7.7383,1.0968,1.3713,36.25,916,3.378,7.754,7.505,4.6715,1.543,1.4491,0.7275,1.25204005842892,0.6415,1.613
8368.290039,8405.299805,8498.740234,8384.349609,8392.589844,8392.557617,28.65,121.93,8.3145,7.7365,1.0975,1.3718,36.2,916,3.34,7.7625,7.533,4.664,1.5477,1.4521,0.7235,1.24815000299909,0.637,1.613
8325.610352,8285.280273,8368.290039,8177.540039,8221.349609,8221.317383,28.55,122.01,8.3145,7.7365,1.0978,1.373,36.25,917,3.2575,7.746,7.5295,4.669,1.56,1.445,0.725,1.24849720834555,0.641,1.6195
8461.870117,8285.889648,8325.610352,8204.910156,8255.820313,8255.788086,28.58,121.09,8.31,7.7365,1.0978,1.3727,36.25,918,3.171,7.7625,7.553,4.672,1.5555,1.4455,0.7285,1.24520453007906,0.6415,1.6208
8512.570313,8373.200195,8461.870117,8364.759766,8461.870117,8461.837891,28.5,121.18,8.3141,7.736,1.098,1.3747,36.22,918,3.075,7.77,7.553,4.672,1.532,1.4561,0.7356,1.24512537763992,0.6443,1.6245
8489.379883,8503.799805,8512.570313,8444.179688,8463.160156,8463.12793,28.515,121.465,8.31365,7.73685,1.0981,1.37865,36.26,916.1,3.09125,7.7575,7.5677,4.67225,1.53775,1.4588,0.736,1.24313444066195,0.6451,1.6221
8392.540039,8480.769531,8489.379883,8391.299805,8429.349609,8429.317383,28.53,121.75,8.3132,7.7377,1.0982,1.3826,36.3,914.2,3.1075,7.745,7.5824,4.6725,1.5435,1.4615,0.7364,1.24114350368397,0.6459,1.6197
8203.129883,8381.299805,8392.540039,8256.320313,8262.400391,8262.368164,28.54,121.31,8.3139,7.7385,1.0993,1.3865,36.257,917,3.15,7.742,7.5695,4.673,1.5495,1.458,0.7325,1.24285441609846,0.6445,1.6235
8084.189941,8177.390137,8203.129883,7967.410156,7997.810059,7997.779297,28.56,119.87,8.3142,7.7395,1.0993,1.387,36.235,918,3.195,7.748,7.568,4.688,1.548,1.4558,0.7386,1.24316549617043,0.645,1.6187
7579.859863,8084.189941,8084.189941,7654.879883,7832.149902,7832.120605,29.75,120.19,8.3139,7.74,1.1,1.386,36.237,918,3.2475,7.745,7.655,4.6975,1.5555,1.4755,0.7325,1.23116838694244,0.6412,1.6145
7734.049805,7579.859863,7579.859863,7274.970215,7316.779785,7316.751953,30.75,121.4,8.3135,7.748,1.0999,1.385,36.25,927,3.3325,7.725,7.612,4.694,1.5675,1.4732,0.7295,1.23681723386126,0.641,1.6297
7835.549805,7468.830078,7734.049805,7468.830078,7734.049805,7734.020996,30.8,120.66,8.3132,7.751,1.0999,1.389,36.25,930,3.339,7.7172,7.6978,4.698,1.578,1.4885,0.723,1.22480928312027,0.6365,1.6338
7901.810059,7752.319824,7835.549805,7529.359863,7692.470215,7692.441406,30.8,120.71,8.31,7.75,1.1007,1.3915,36.2,919,3.4,7.724,7.7078,4.715,1.589,1.4793,0.706,1.22341997760961,0.6255,1.6338
7741.810059,7739.549805,7901.810059,7669.759766,7825.009766,7824.980469,30.5,121.67,8.3136,7.7275,1.1005,1.3895,36.3,923,3.345,7.756,7.615,4.728,1.5745,1.4685,0.7015,1.23635765710582,0.6225,1.6317
7788.419922,7536.029785,7741.810059,7536.029785,7719.040039,7719.01123,30.7,121.73,8.3133,7.734,1.1025,1.392,36.3,932,3.3905,7.84,7.589,4.7325,1.581,1.4636,0.7,1.23990567378017,0.621,1.6347
7339.600098,7719.859863,7788.419922,7655.990234,7662.529785,7662.500977,30.8,121.87,8.3134,7.731,1.1035,1.3981,36.34,945,3.4,8.14,7.576,4.784,1.5777,1.4552,0.691,1.24128178066654,0.6233,1.6548
7391.310059,7280.640137,7339.600098,7186.700195,7210.009766,7209.982422,31,119.7,8.313,7.735,1.1032,1.409,36.3,965,3.434,8.35,7.533,4.8265,1.5725,1.4115,0.7025,1.24681082929909,0.627,1.6756
7315.819824,7391.310059,7391.310059,7089.560059,7089.560059,7089.533691,31.3,120.53,8.3132,7.731,1.1022,1.4015,36.345,970,3.3925,8.15,7.5311,4.811,1.579,1.4178,0.704,1.24714967127503,0.6265,1.6721
7651.629883,7136.240234,7315.819824,7040.540039,7313.399902,7313.37207,31.2,120.68,8.3136,7.7305,1.1055,1.4075,36.32,965,3.449,8.3,7.505,4.83,1.581,1.4059,0.7008,1.25091694949521,0.6235,1.6655
7940.200195,7419.339844,7651.629883,7406.100098,7646.350098,7646.321289,31.4,121.04,8.3129,7.7345,1.1028,1.4065,36.405,976,3.234,8.23,7.555,4.788,1.5445,1.4134,0.712,1.24373938238987,0.6328,1.6763
7864.220215,7835.600098,7940.200195,7764.029785,7785.319824,7785.291016,30.85,121.83,8.3126,7.733,1.1037,1.4039,36.4,965,3.285,8.25,7.529,4.8295,1.561,1.407,0.7045,1.24720396811486,0.6268,1.6832
8090.140137,7733.220215,7864.220215,7733.220215,7864.220215,7864.19043,30.6,122.56,8.3122,7.7315,1.104,1.4005,36.4,974,3.29,8.18,7.52,4.818,1.571,1.4073,0.703,1.24857628061582,0.625,1.6775
8137.02002,7987.080078,8090.140137,7983.919922,8076.77002,8076.739258,30.8,123.16,8.312,7.733,1.1077,1.4025,36.5,975.3,3.3,8.38,7.487,4.8255,1.574,1.405,0.6978,1.25285079680976,0.6245,1.692
7810.990234,8076.52002,8137.02002,7778.660156,7860.089844,7860.060059,31,123.97,8.3117,7.731,1.1075,1.4095,36.55,985,3.3025,8.38,7.458,4.836,1.5705,1.3958,0.694,1.25691187161733,0.624,1.6905
7797.720215,7724.870117,7810.990234,7644.52002,7767.140137,7767.111328,31.05,124.15,8.3113,7.7305,1.1055,1.4071,36.64,999,3.315,8.28,7.481,4.826,1.5725,1.3912,0.697,1.25374214000417,0.6275,1.6893
7587.970215,7765.220215,7797.720215,7681.140137,7712.160156,7712.131348,31.175,125.04,8.3109,7.73125,1.10675,1.40765,36.72,995.5,3.31375,8.33,7.4895,4.8315,1.5755,1.39435,0.6966,1.25243608389607,0.6265,1.69515
7681.310059,7544.870117,7587.970215,7515.640137,7554.939941,7554.911133,31.3,125.93,8.3105,7.732,1.108,1.4082,36.8,992,3.3125,8.38,7.498,4.837,1.5785,1.3975,0.6962,1.25113002778798,0.6255,1.701
7690.540039,7673.140137,7681.310059,7481.390137,7482.919922,7482.89209,31.5,126.78,8.3106,7.731,1.1083,1.4127,36.8,992,3.3225,8.33,7.538,4.8575,1.5845,1.4065,0.696,1.2457418068992,0.6245,1.6931
7876.140137,7528.330078,7690.540039,7499.25,7690.540039,7690.51123,31.8,125.85,8.3105,7.731,1.1056,1.4149,36.94,1006,3.34,8.25,7.541,4.8565,1.583,1.4096,0.6989,1.245325015246,0.6274,1.6931
7705.399902,7870.02002,7876.140137,7642.939941,7644.970215,7644.941406,32,125.85,8.3104,7.7305,1.1067,1.4145,37.6,1020,3.415,8.25,7.56,4.856,1.59,1.4035,0.699,1.24263399265308,0.628,1.6955
7806.680176,7606.490234,7705.399902,7606.490234,7705.399902,7705.371094,33.25,127.22,8.3103,7.7315,1.1077,1.4155,37.6,1040,3.49,8.285,7.5679,4.859,1.602,1.4043,0.6892,1.24163056852458,0.622,1.6911
7773.350098,7747.859863,7806.680176,7689.189941,7693.290039,7693.26123,33,126.81,8.3103,7.731,1.108,1.421,37.54,1139,3.5325,8.237,7.56,4.854,1.6015,1.4083,0.6882,1.24269817030643,0.6207,1.6925
7880.02002,7762.22998,7773.350098,7732.720215,7773.350098,7773.321289,32.4,125.85,8.3102,7.731,1.11,1.417,37.83,1060,3.4225,8.192,7.5919,4.8335,1.5815,1.4182,0.699,1.23833688114614,0.6255,1.6892
7773.180176,7880.02002,7880.02002,7751.319824,7756.25,7756.221191,32.5,127.07,8.3101,7.7305,1.109,1.421,38.32,1085,3.45,8.24,7.578,4.839,1.592,1.4055,0.6938,1.24025090176505,0.6233,1.69
7819.790039,7702.720215,7773.180176,7698.47998,7759.970215,7759.941406,32.75,127.45,8.31,7.7305,1.1107,1.418,38.265,1122,3.4925,8.244,7.6268,4.8525,1.597,1.4073,0.6865,1.23367432010869,0.619,1.6805
7762.149902,7819.790039,7819.790039,7694.720215,7698.240234,7698.211426,32.55,127.51,8.3101,7.7305,1.1099,1.4245,38.75,1110,3.5125,8.215,7.732,4.8545,1.597,1.418,0.6835,1.21920857399444,0.6182,1.6735
7876.910156,7737.470215,7762.149902,7690.109863,7762.149902,7762.121094,32.45,127.625,8.30985,7.73045,1.1096,1.4245,38.925,1139.75,3.5125,8.215,7.72725,4.85625,1.596,1.42175,0.683,1.21970804997862,0.6173,1.681
7454.97998,7833.470215,7876.910156,7794.779785,7797.189941,7797.161133,32.35,127.74,8.3096,7.7304,1.1093,1.4245,39.1,1169.5,3.5125,8.215,7.7225,4.858,1.595,1.4255,0.6825,1.22020752596279,0.6164,1.6885
7679.529785,7446.490234,7454.97998,7354.919922,7400.640137,7400.612305,32.45,129.15,8.3096,7.734,1.11,1.4245,39.45,1188,3.57,8.19,7.8093,4.8649,1.601,1.433,0.677,1.20827670943703,0.6092,1.6825
7904.160156,7455.509766,7679.529785,7455.509766,7679.529785,7679.500977,32.45,128.77,8.3099,7.738,1.111,1.4218,39.5,1228,3.598,8.16,7.7828,4.86,1.6085,1.4331,0.677,1.21197548308116,0.6067,1.6817
8060.279785,7651.680176,7904.160156,7651.680176,7902.509766,7902.479492,32.5,128.72,8.3101,7.736,1.1101,1.418,39.45,1199,3.66,8.132,7.764,4.858,1.6135,1.4285,0.676,1.21453817457361,0.605,1.684
8280.650391,8003.870117,8060.279785,7919.399902,8050.129883,8050.099121,32.2,129.4,8.31,7.7375,1.1105,1.4227,39.15,1163,3.73,8.105,7.7722,4.866,1.614,1.4308,0.6732,1.21368774349497,0.6027,1.6705
8402.169922,8175.189941,8280.650391,8121.899902,8166.870117,8166.839355,32.45,130.2,8.31,7.7375,1.111,1.423,39,1233,4,8.15,7.83,4.876,1.617,1.439,0.6712,1.20591426825682,0.6,1.6585
8512.610352,8265.360352,8402.169922,8265.360352,8402.169922,8402.137695,32.15,130.5,8.31,7.7377,1.1117,1.4223,38.995,1342.4,3.65,8.115,7.8019,4.869,1.6165,1.4525,0.6705,1.21005995256939,0.5986,1.6472
8532.25,8512.610352,8512.610352,8325.230469,8333.490234,8333.458008,32.15,129.8,8.31,7.7405,1.112,1.4224,39.15,1465.7,3.662,8.109,7.8326,4.8825,1.626,1.457,0.6675,1.20567498636542,0.597,1.6528
8451.929688,8368.160156,8532.25,8368.160156,8503.549805,8503.517578,32.55,129.09,8.31,7.7455,1.1135,1.4242,39.15,1565.9,3.662,8.14,7.8128,4.893,1.6195,1.446,0.6665,1.2084964066952,0.6,1.6495
8398.269531,8438.379883,8451.929688,8250.919922,8270.580078,8270.547852,32.9,129.92,8.3096,7.75,1.1145,1.4241,39.6,1637.95,3.775,8.21,7.7666,4.8975,1.633,1.4335,0.666,1.21479306061305,0.5955,1.6552
8420.910156,8135.169922,8398.269531,8135.169922,8398.269531,8398.237305,32.75,130.73,8.3093,7.75,1.1166,1.4208,39.6,1710,3.82,8.17,7.7685,4.893,1.658,1.4333,0.663,1.21463819457672,0.596,1.6501
8341.349609,8420.910156,8420.910156,8241.490234,8241.490234,8241.458008,32.15,131.08,8.31,7.75,1.113,1.4212,39.575,1563.9,3.875,8.14,7.7572,4.8905,1.682,1.4305,0.6566,1.21656750466255,0.591,1.6333
8347.200195,8341.349609,8341.349609,8172.830078,8193.650391,8193.618164,32.15,130.87,8.31,7.75,1.113,1.4237,40,1430,3.873,8.09,7.7875,4.888,1.706,1.4415,0.649,1.21237288375105,0.579,1.6326
8380.719727,8297.69043,8347.200195,8241.69043,8347.200195,8347.167969,32.6,127,8.31,7.749,1.1147,1.4229,40,1485,3.815,8.081,7.7405,4.8615,1.683,1.4343,0.6605,1.21851541447588,0.587,1.6507
8305.830078,8361.900391,8380.719727,8253.879883,8255.049805,8255.017578,32.35,128.53,8.31,7.75,1.1145,1.4245,40,1485,3.7875,8.07,7.7757,4.8595,1.669,1.4394,0.6565,1.21335123442407,0.5843,1.6635
